combo_name,estimate_set,se_set,convergence_set,estimate,se,glottocode,convergence,delta,zeta,langname,langfamily,area
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-3.9756638970674154,0.0407668513443297,nort2671,converged,5.542396642449697,69.10451568068878,North Saami,Uralic,Eurasia
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-4.284522410645806,0.04096881866536488,ngaa1240,converged,5.689636105050839,55.51436309461076,Ngaanyatjarra,Pama-Nyungan,Australia
camelcombo,-9.354768674442415,0.06870242193625022,converged,-4.4529909766730995,0.0557063870951954,rend1243,converged,4.901777697769315,55.41925959419461,Rendille,Afro-Asiatic,Africa
ferncombo,-8.681090070446142,0.07750391371625642,converged,-4.356372021052659,0.04359167665107534,nucl1706,converged,4.324718049393484,48.63505739087118,Neo-Mandaic,Afro-Asiatic,Eurasia
terrestrialmammalscombo,-9.65492064858628,0.07468792318462837,converged,-5.1207843264910435,0.05790714857785661,kala1397,converged,4.534136322095237,47.9768571810435,Kalam,Nuclear Trans New Guinea,Papunesia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-3.9843415204862906,0.04720763464474744,east2534,converged,4.498437237575827,47.59735991659037,Eastern Canadian Inuktitut,Eskimo-Aleut,North America
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-4.740796157647981,0.06818015255298457,ngal1292,converged,5.233362358048664,45.08475530652951,Ngalkbun,Gunwinyguan,Australia
mollusccombo,-8.554917321660508,0.066622943699196,converged,-5.036109689377826,0.047451824409602994,romb1245,converged,3.518807632282682,43.02025497537707,Romblomanon,Austronesian,Papunesia
acorncombo,-9.845478275954255,0.07426202821494192,converged,-4.9004197067934845,0.0880316145817081,yana1271,converged,4.9450585691607705,42.93657571620912,Yana,isolate_yana1271,North America
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-5.722322771527441,0.06073302584380918,cent2128,converged,3.795737767989671,41.26996184423105,Central Siberian Yupik,Eskimo-Aleut,Eurasia
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-4.957673942612882,0.07933431118779583,yank1247,converged,5.016484573083764,40.79713778104578,Yankunytjatjara,Pama-Nyungan,Australia
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-5.491906771698859,0.07288898535078514,ahte1237,converged,4.026153767818253,40.09467830158051,Ahtena,Athabaskan-Eyak-Tlingit,North America
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-4.748068858661792,0.046574450818401836,mars1254,converged,4.021458193613711,38.860622319308405,Marshallese,Austronesian,Papunesia
terrestrialmammalscombo,-9.65492064858628,0.07468792318462837,converged,-5.686941287116335,0.07100817274895872,aleu1260,converged,3.9679793614699452,38.503305705931055,Aleut,Eskimo-Aleut,North America
emuscombo,-10.000166399064998,0.0878225135921182,converged,-5.568073452087168,0.07706977726474336,ngaa1240,converged,4.43209294697783,37.93167840045285,Ngaanyatjarra,Pama-Nyungan,Australia
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-5.615936933987446,0.07995378468942031,east2534,converged,3.902123605529666,36.93231125879816,Eastern Canadian Inuktitut,Eskimo-Aleut,North America
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-4.9151294429814865,0.05231943055464184,kala1397,converged,3.8543976092940166,36.29590104764564,Kalam,Nuclear Trans New Guinea,Papunesia
mollusccombo,-8.554917321660508,0.066622943699196,converged,-4.936205985183974,0.07789326204879667,gela1263,converged,3.618711336476534,35.30495970654201,Gela,Austronesian,Papunesia
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-5.358454323110093,0.09513897774500746,mudb1240,converged,4.615704192586552,34.52151427408023,Mudburra,Pama-Nyungan,Australia
acorncombo,-9.845478275954255,0.07426202821494192,converged,-5.658546173222513,0.0963926957879437,nort2952,converged,4.186932102731742,34.40893017669902,Northeast Maidu,Maiduan,North America
lioncombo,-8.787099144975214,0.07406224107958682,converged,-5.566602529393472,0.0633663463390499,mamb1296,converged,3.220496615581742,33.040712274855785,Mambwe-Lungu,Atlantic-Congo,Africa
lioncombo,-8.787099144975214,0.07406224107958682,converged,-5.550406348590275,0.06635516777910053,aleu1260,converged,3.236692796384939,32.549351227477665,Aleut,Eskimo-Aleut,North America
beercombo,-8.668034349927114,0.08231804308731672,converged,-5.128190495997738,0.0722855108210128,mamb1296,converged,3.5398438539293755,32.31224621654841,Mambwe-Lungu,Atlantic-Congo,Africa
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.119042206927969,0.0679138127669706,ahte1237,converged,3.3637365511341484,31.6211216189131,Ahtena,Athabaskan-Eyak-Tlingit,North America
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-5.720066610971058,0.0968320397166845,pint1250,converged,4.254091904725588,31.53162059746078,Pintupi-Luritja,Pama-Nyungan,Australia
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-4.987441557635478,0.07835282578975397,angg1239,converged,3.7820854946400253,31.216470077532534,Angguruk Yali,Nuclear Trans New Guinea,Papunesia
dancecombo,-7.038207679122599,0.052532628497075705,converged,-4.843889579392097,0.047325735706928856,tiko1237,converged,2.194318099730502,31.03419908470877,Tikopia,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-3.379024747542474,0.09050174183881257,tuwa1243,converged,4.337601137463457,30.835951430787937,Tuwali Ifugao,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-3.8408974627350316,0.09871900220474619,vure1239,converged,4.146640608421655,30.6937358694457,Vurës,Austronesian,Papunesia
weathercombo,-5.071370521488293,0.025768525648621546,converged,-3.489004559819362,0.04476969500001206,east2534,converged,1.5823659616689314,30.632761183756287,Eastern Canadian Inuktitut,Eskimo-Aleut,North America
swordcombo,-8.56129559828414,0.06521970276673147,converged,-6.050896943575777,0.05063171110864934,anci1244,converged,2.5103986547083625,30.40467176406802,Ancient Hebrew,Afro-Asiatic,Eurasia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.5395370581966095,0.054551312193374904,lako1247,converged,2.943241699865508,29.91577034970612,Lakota,Siouan,North America
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.4413113880284705,0.06107889925068918,cent2128,converged,3.041467370033647,29.775047300438324,Central Siberian Yupik,Eskimo-Aleut,Eurasia
emuscombo,-10.000166399064998,0.0878225135921182,converged,-5.769562212353453,0.11340426503599872,ngal1292,converged,4.230604186711545,29.49512162479071,Ngalkbun,Gunwinyguan,Australia
doctorcombo,-8.005732713763168,0.05127584858413543,converged,-5.778195669677078,0.05607580879511144,mush1238,converged,2.2275370440860893,29.315512446866283,Mushungulu,Atlantic-Congo,Africa
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-5.846707592267995,0.10798844690813315,tana1289,converged,3.671352947249117,28.640429010159615,Dena'ina,Athabaskan-Eyak-Tlingit,North America
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.214640628673102,0.08078726010971089,nort2671,converged,3.2681381293890155,28.413003378261582,North Saami,Uralic,Eurasia
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-5.484390049005436,0.07015917061695345,tuam1242,converged,3.2851370032700675,28.313732122886968,Tuamotuan,Austronesian,Papunesia
kangaroocombo,-9.974158515696645,0.09394488623664612,converged,-6.077833356589162,0.1021790270635609,warl1254,converged,3.8963251591074837,28.070956712671098,Warlpiri,Pama-Nyungan,Australia
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.6993762436194615,0.052573739564934635,lako1247,converged,2.6495216942215913,27.437333945859532,Lakota,Siouan,North America
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.848738612193208,0.0426368895632672,nava1243,converged,2.5001593256478447,27.313209715048053,Navajo,Athabaskan-Eyak-Tlingit,North America
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-4.5888875467369905,0.06331341059138777,wamp1247,converged,3.251796647805044,26.604279496735426,Wampar,Austronesian,Papunesia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.479944310706196,0.0780410634330526,plai1258,converged,3.002834447355922,26.547749649893902,Plains Cree,Algic,North America
honeycombo,-8.326604129035436,0.06234317950991122,converged,-5.641997413339477,0.07995005550823737,ngaa1240,converged,2.684606715695959,26.47963091789815,Ngaanyatjarra,Pama-Nyungan,Australia
camelcombo,-9.354768674442415,0.06870242193625022,converged,-6.534389432739113,0.0817089397488651,mush1238,converged,2.820379241703302,26.419474214576027,Mushungulu,Atlantic-Congo,Africa
ricecombo,-7.716625885005931,0.10768770995458629,converged,-3.8936068890431765,0.09698874891359255,cent2292,converged,3.8230189959627547,26.379164184282143,Central Bontoc,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.0362841797928,0.08937858599664492,bata1298,converged,3.680341705213131,26.298102894781753,Batad Ifugao,Austronesian,Papunesia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.315841550508009,0.08845220285417613,tana1289,converged,3.166937207554109,26.275155361065213,Dena'ina,Athabaskan-Eyak-Tlingit,North America
swordcombo,-8.56129559828414,0.06521970276673147,converged,-6.158963792845198,0.06448373204097438,icel1247,converged,2.4023318054389415,26.19325797638878,Icelandic,Indo-European,Eurasia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.280844627897192,0.10733887684352188,anei1239,converged,3.7066934432594945,26.19229833201452,Aneityum,Austronesian,Papunesia
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.392031825682232,0.07927391600755324,jica1244,converged,2.9568661121588207,26.089019536728287,Jicarilla Apache,Athabaskan-Eyak-Tlingit,North America
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-5.624149574604863,0.07822768689830986,toke1240,converged,3.14537747767064,25.978572126677616,Tokelau,Austronesian,Papunesia
icecombo,-8.53811634866655,0.07478328875611646,converged,-4.53485500995884,0.13531397284127278,east2534,converged,4.00326133870771,25.893638632211907,Eastern Canadian Inuktitut,Eskimo-Aleut,North America
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.051065939527097,0.09291038298149087,tbol1240,converged,3.665559945478834,25.772307872677818,Tboli,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.59286906554711,0.09517584081045365,yabe1254,converged,3.3946690056095763,25.61428797868332,Yabem,Austronesian,Papunesia
dancecombo,-7.038207679122599,0.052532628497075705,converged,-4.62598240448711,0.07823019767627618,sene1264,converged,2.412225274635489,25.598832725074356,Seneca,Iroquoian,North America
icecombo,-8.53811634866655,0.07478328875611646,converged,-4.65683538666267,0.13190376487699407,cent2128,converged,3.8812809620038804,25.597337596763357,Central Siberian Yupik,Eskimo-Aleut,Eurasia
reindeercombo,-9.518060539517112,0.06906954239453325,converged,-6.407271185786116,0.10161832394486148,aleu1260,converged,3.110789353730996,25.31785592431639,Aleut,Eskimo-Aleut,North America
dancecombo,-7.038207679122599,0.052532628497075705,converged,-5.26331532846682,0.0465438733925795,cent2131,converged,1.7748923506557786,25.288577932204767,Central Tarahumara,Uto-Aztecan,North America
soilcombo,-6.979073697855963,0.036944398550922186,converged,-5.500900892216387,0.04687342935566971,bata1298,converged,1.4781728056395762,24.76725217591232,Batad Ifugao,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.1813507053925605,0.09512288526487266,thao1240,converged,3.535275179613371,24.604566378619268,Thao,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.264463558209529,0.09241829267260009,yaka1277,converged,3.452162326796402,24.326821751663743,Yakan,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.671958097931029,0.10336873262193826,taku1257,converged,3.315579973225658,23.933789976004903,Takuu,Austronesian,Papunesia
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.384734819766033,0.0949328590434619,kati1270,converged,2.96416311807502,23.75263459590547,Katë,Indo-European,Eurasia
judgecombo,-8.293827452377192,0.04735730481615822,converged,-6.120486169426654,0.07841205436633909,jewi1240,converged,2.1733412829505383,23.725578451359606,Jewish Babylonian Aramaic,Afro-Asiatic,Eurasia
emuscombo,-10.000166399064998,0.0878225135921182,converged,-6.439445736357362,0.12226697596836361,yiry1245,converged,3.560720662707636,23.653135360581317,Yir-Yoront,Pama-Nyungan,Australia
ferncombo,-8.681090070446142,0.07750391371625642,converged,-5.950094156637563,0.08682389072894575,khot1251,converged,2.730995913808579,23.465381733752942,Khotanese,Indo-European,Eurasia
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.66905347127674,0.08151393460869079,osag1243,converged,2.6798444665643126,23.320129964022804,Osage,Siouan,North America
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.784916367383077,0.10236245423806542,toab1237,converged,3.2026217037736098,23.24410455407095,To'abaita,Austronesian,Papunesia
dancecombo,-7.038207679122599,0.052532628497075705,converged,-5.5947985040606865,0.03346968852915153,trin1276,converged,1.4434091750619125,23.172845033684222,Trinidadian Creole English,Indo-European,South America
lioncombo,-8.787099144975214,0.07406224107958682,converged,-6.3573580425203975,0.07480828201678123,mush1238,converged,2.429741102454816,23.08133001929534,Mushungulu,Atlantic-Congo,Africa
emuscombo,-10.000166399064998,0.0878225135921182,converged,-6.138176916893948,0.14449328565239108,nung1290,converged,3.86198948217105,22.839975194074857,Wubuy,Gunwinyguan,Australia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.718096743860348,0.11189294169871829,kwai1243,converged,3.269441327296339,22.54740611872277,Kwaio,Austronesian,Papunesia
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-4.826049105996092,0.08337775034095408,anei1239,converged,3.0146350885459423,22.54313164073292,Aneityum,Austronesian,Papunesia
beercombo,-8.668034349927114,0.08231804308731672,converged,-5.715146422968193,0.10320988970294806,mbay1241,converged,2.9528879269589208,22.367448245126432,Mbay,Central Sudanic,Africa
sandcombo,-7.658932314676034,0.04799280291831727,converged,-5.2128555904486795,0.09928401049975034,huaa1248,converged,2.4460767242273542,22.181563108210575,East Taa,Tuu,Africa
mollusccombo,-8.554917321660508,0.066622943699196,converged,-5.8232367533950615,0.10384842248242411,geda1237,converged,2.731680568265446,22.140029716647355,Gedaged,Austronesian,Papunesia
doctorcombo,-8.005732713763168,0.05127584858413543,converged,-5.647718091311792,0.09341471654469477,pint1250,converged,2.3580146224513756,22.128039805886317,Pintupi-Luritja,Pama-Nyungan,Australia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.985519941093118,0.0606888910212592,newa1246,converged,2.731105943912813,22.094284131648678,Kathmandu Valley Newari,Sino-Tibetan,Eurasia
shrubcombo,-6.887221782949659,0.058362386486031766,converged,-4.66488439995144,0.08204834271601515,ngaa1240,converged,2.2223373829982194,22.07149416046424,Ngaanyatjarra,Pama-Nyungan,Australia
raincombo,-6.500192069624206,0.0330035452762201,converged,-5.018435840798331,0.05871380756850572,ngaa1240,converged,1.4817562288258754,21.999567372122783,Ngaanyatjarra,Pama-Nyungan,Australia
frogcombo,-7.664601456869407,0.042570061556214164,converged,-5.408068230509665,0.09345914198350755,chan1310,converged,2.2565332263597426,21.97257409294609,Chantyal,Sino-Tibetan,Eurasia
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.091703117187216,0.06971811936107417,kyak1244,converged,2.7489810773548182,21.875401447432782,Kyaka,Nuclear Trans New Guinea,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.7695711588297085,0.08098757135420803,hmon1333,converged,2.9470547261762228,21.871700176633503,Hmong Daw,Hmong-Mien,Eurasia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.485748490308536,0.10140933747795694,maga1263,converged,3.230877394697395,21.841974233194613,Mag-Anchi Ayta,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.009867463331171,0.10042527635688388,tiko1237,converged,2.977670607825516,21.83858142621064,Tikopia,Austronesian,Papunesia
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-4.964499498709989,0.08139335322157744,doro1266,converged,2.8761846958320456,21.70717511569327,Doromu-Koki,Manubaran,Papunesia
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.836482756786919,0.08305675650623627,yaki1237,converged,2.512415181054134,21.655954530605474,Northwest Sahaptin,Sahaptian,North America
snowcombo,-8.482778758062118,0.08187564979521811,converged,-6.074443757982514,0.07544459362609805,nava1243,converged,2.408335000079604,21.631404541046074,Navajo,Athabaskan-Eyak-Tlingit,North America
beercombo,-8.668034349927114,0.08231804308731672,converged,-6.147690611934387,0.08247104809196901,bata1298,converged,2.520343737992727,21.62948247498266,Batad Ifugao,Austronesian,Papunesia
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.021837018686776,0.1335146767746189,mars1254,converged,3.881796319474981,21.6127280364652,Marshallese,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.436539514874624,0.10738054502083982,casi1235,converged,3.2800863701313077,21.568677812749073,Casiguran-Nagtipunan Agta,Austronesian,Papunesia
breadfruitcombo,-9.372890464661088,0.1137921938868276,converged,-4.4547439217878555,0.19806292627564484,chuu1238,converged,4.918146542873233,21.530765607131656,Chuukese,Austronesian,Papunesia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.852042295587862,0.09090230740621892,mikm1235,converged,2.630736462474256,21.503646850303667,Mi'kmaq,Algic,North America
ferncombo,-8.681090070446142,0.07750391371625642,converged,-6.523321551146108,0.06406543782131364,anci1244,converged,2.157768519300035,21.45866542232184,Ancient Hebrew,Afro-Asiatic,Eurasia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.565051517825839,0.10032146903678185,mans1262,converged,3.1515743671800927,21.413512294555908,Mansaka,Austronesian,Papunesia
beercombo,-8.668034349927114,0.08231804308731672,converged,-5.703370106052257,0.11207109902081008,iqui1243,converged,2.9646642438748563,21.3201397320663,Iquito,Zaparoan,South America
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.09106017398802,0.13285589210342647,romb1245,converged,3.8125731641737373,21.285286232953702,Romblomanon,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.322044865633678,0.08476104166756256,kate1253,converged,2.665493205523009,21.279545842209657,Kâte,Nuclear Trans New Guinea,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.601517997306444,0.06454059852083871,samo1305,converged,2.3860200738502426,21.19644669480792,Samoan,Austronesian,Papunesia
emuscombo,-10.000166399064998,0.0878225135921182,converged,-6.276774622559601,0.15264181032788696,yank1247,converged,3.723391776505397,21.14324459144197,Yankunytjatjara,Pama-Nyungan,Australia
timecombo,-4.836628416382965,0.021534509963855964,converged,-3.207691547527827,0.07454771796178943,yeyi1239,converged,1.6289368688551376,20.99260952821977,Yeyi,Atlantic-Congo,Africa
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.6146957003116,0.10178732122319455,bara1370,converged,3.1019301846943312,20.933533168714813,Baram Kayan,Austronesian,Papunesia
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.185415533134163,0.07218275652003889,ralu1237,converged,2.655268661407871,20.89951277426402,Raluana,Austronesian,Papunesia
gardeningcombo,-7.350144002198881,0.0623912201079458,converged,-4.726776485186685,0.10919020964556071,kala1397,converged,2.6233675170121966,20.86038195945826,Kalam,Nuclear Trans New Guinea,Papunesia
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-6.1031701245991385,0.08848710085183246,niue1239,converged,2.6663569276763646,20.839974838995108,Niuean,Austronesian,Papunesia
breadfruitcombo,-9.372890464661088,0.1137921938868276,converged,-4.53932616087263,0.20525570946014485,pulu1242,converged,4.833564303788458,20.595681823050242,Puluwatese,Austronesian,Papunesia
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.182242332733502,0.13504824981066474,toke1240,converged,3.7213910054282557,20.588622016388914,Tokelau,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.123065459570099,0.10496287008990926,raro1241,converged,2.8644726115865877,20.500806183906146,Southern Cook Island Maori,Austronesian,Papunesia
swordcombo,-8.56129559828414,0.06521970276673147,converged,-6.635843740711061,0.06792895895974702,iban1264,converged,1.925451857573079,20.446593869773952,Iban,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.597752949919505,0.10813522692686321,hmon1264,converged,3.1188729350864266,20.436858962899727,Hmong Njua,Hmong-Mien,Eurasia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.92523045816832,0.11846282285763604,naka1262,converged,3.0623076129883664,20.39758819708522,Nakanai,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-5.247403011916666,0.056013212200229485,iban1264,converged,2.469222873089265,20.342210708531308,Iban,Austronesian,Papunesia
judgecombo,-8.293827452377192,0.04735730481615822,converged,-6.62246551613173,0.06731200253178722,anci1244,converged,1.6713619362454617,20.30766977122548,Ancient Hebrew,Afro-Asiatic,Eurasia
honeycombo,-8.326604129035436,0.06234317950991122,converged,-5.677384461331496,0.11490399321071794,nung1290,converged,2.6492196677039406,20.265252797402283,Wubuy,Gunwinyguan,Australia
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.173806765095499,0.13989571982217514,yape1248,converged,3.7298265730662585,20.226842309902498,Yapese,Austronesian,Papunesia
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.751735542162009,0.10052778512290743,pala1344,converged,3.1518977959997487,20.12100471607746,Palauan,Austronesian,Papunesia
cattlecombo,-6.831939413898742,0.058833333280635995,converged,-4.219808155415884,0.11605553794679435,here1253,converged,2.612131258482858,20.07535915071465,Herero,Atlantic-Congo,Africa
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.183590196947574,0.14188378946246777,pulu1242,converged,3.720043141214183,20.00963286118938,Puluwatese,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.957634693060076,0.12100872623951121,pulu1242,converged,3.029903378096611,19.914212717635756,Puluwatese,Austronesian,Papunesia
weathercombo,-5.071370521488293,0.025768525648621546,converged,-3.9642526477984115,0.049312896627183175,ngaa1240,converged,1.107117873689882,19.89797629586729,Ngaanyatjarra,Pama-Nyungan,Australia
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-6.104516833682067,0.09769889445229177,chuu1238,converged,2.6650102185934363,19.817153571780146,Chuukese,Austronesian,Papunesia
grasscombo,-6.671180427674576,0.04912275979223496,converged,-5.116071278613332,0.061613511656615355,ngaa1240,converged,1.555109149061244,19.735157278159082,Ngaanyatjarra,Pama-Nyungan,Australia
dancecombo,-7.038207679122599,0.052532628497075705,converged,-5.3538291262531015,0.0674261791280409,plai1258,converged,1.6843785528694974,19.706108019926155,Plains Cree,Algic,North America
grasscombo,-6.671180427674576,0.04912275979223496,converged,-5.067211527929267,0.06502423561277379,mbay1241,converged,1.6039688997453094,19.682160546670744,Mbay,Central Sudanic,Africa
emuscombo,-10.000166399064998,0.0878225135921182,converged,-6.407472177626569,0.16026014045244144,mudb1240,converged,3.592694221438429,19.65949404609214,Mudburra,Pama-Nyungan,Australia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.513410764185157,0.08578296722558526,pala1344,converged,2.4741273069715293,19.643012929088638,Palauan,Austronesian,Papunesia
ricecombo,-7.716625885005931,0.10768770995458629,converged,-4.656063028837031,0.11268355094736655,akha1245,converged,3.0605628561689002,19.6358530738564,Akha,Sino-Tibetan,Eurasia
beercombo,-8.668034349927114,0.08231804308731672,converged,-5.864226744594977,0.11681666934720795,lozi1239,converged,2.8038076053321364,19.619813703799903,Lozi,Atlantic-Congo,Africa
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.720067309482416,0.11478651826771101,east2542,converged,2.7627114485797017,19.594404496757416,Eastern Ojibwa,Algic,North America
pandanuscombo,-8.769527052275503,0.09241097534665392,converged,-5.66319193483562,0.12932333013641306,tele1256,converged,3.106335117439883,19.543150106174885,Telefol,Nuclear Trans New Guinea,Papunesia
frogcombo,-7.664601456869407,0.042570061556214164,converged,-5.844020777647863,0.08288038810198628,kala1397,converged,1.8205806792215444,19.53960700285708,Kalam,Nuclear Trans New Guinea,Papunesia
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.141378249798197,0.09043030039641552,vure1239,converged,2.6993059447438377,19.526986379900208,Vurës,Austronesian,Papunesia
corncombo,-7.352439349974158,0.07403944273650508,converged,-4.693157276846919,0.11432025377687155,tzot1259,converged,2.6592820731272386,19.524558277272696,Tzotzil,Mayan,North America
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.190715535049377,0.08662701075279629,angg1239,converged,2.6499686594926573,19.51705432684533,Angguruk Yali,Nuclear Trans New Guinea,Papunesia
coconutcombo,-7.903633338161757,0.12013529939744923,converged,-4.3311533921086,0.13811768322218063,taku1257,converged,3.572479946053157,19.515926137495562,Takuu,Austronesian,Papunesia
breadfruitcombo,-9.372890464661088,0.1137921938868276,converged,-4.890979923668265,0.19964044828871644,mars1254,converged,4.481910540992823,19.504093736582664,Marshallese,Austronesian,Papunesia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.96061061345436,0.10027547118053694,yama1264,converged,2.5221681446077575,19.482858611824856,Yámana,isolate_yama1264,South America
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.370324688286123,0.07214883241611228,muna1247,converged,2.470359506255911,19.44704998269357,Muna,Austronesian,Papunesia
camelcombo,-9.354768674442415,0.06870242193625022,converged,-6.820892039172946,0.1111716919658693,jewi1240,converged,2.5338766352694684,19.38885279003307,Jewish Babylonian Aramaic,Afro-Asiatic,Eurasia
honeycombo,-8.326604129035436,0.06234317950991122,converged,-6.237897287653768,0.08847465940050647,mamb1296,converged,2.0887068413816685,19.2981986020588,Mambwe-Lungu,Atlantic-Congo,Africa
crosscombo,-7.4515410314382615,0.033002016025786715,converged,-6.007745320298025,0.06734995532462584,cent2131,converged,1.4437957111402362,19.250353592478216,Central Tarahumara,Uto-Aztecan,North America
tarocombo,-7.987538071156687,0.09222709475589175,converged,-5.308234509325447,0.10488582429840998,niue1239,converged,2.6793035618312393,19.183510828175212,Niuean,Austronesian,Papunesia
shrubcombo,-6.887221782949659,0.058362386486031766,converged,-5.131035110413187,0.07075992932111021,trin1276,converged,1.7561866725364723,19.146602835734164,Trinidadian Creole English,Indo-European,South America
bananacombo,-7.8406841945420345,0.10455226749979374,converged,-5.531723099408921,0.06064244480671672,romb1245,converged,2.308961095133114,19.103418345702092,Romblomanon,Austronesian,Papunesia
tarocombo,-7.987538071156687,0.09222709475589175,converged,-4.994032777767313,0.12670836527937335,tele1256,converged,2.993505293389374,19.101099285664414,Telefol,Nuclear Trans New Guinea,Papunesia
cattlecombo,-6.831939413898742,0.058833333280635995,converged,-4.241937127721799,0.1224177545694937,nand1266,converged,2.5900022861769427,19.06916899930726,Nandi,Nilotic,Africa
horsecombo,-7.348897937841053,0.08100031673602666,converged,-4.977801363267576,0.09443533184133271,nupe1254,converged,2.3710965745734764,19.057969416342658,Nupe-Nupe-Tako,Atlantic-Congo,Africa
horsecombo,-7.348897937841053,0.08100031673602666,converged,-5.440484565757417,0.058904397360535724,tzot1259,converged,1.9084133720836363,19.054831494475376,Tzotzil,Mayan,North America
grasscombo,-6.671180427674576,0.04912275979223496,converged,-5.335119291414406,0.05012033968521689,cent2128,converged,1.3360611362601702,19.037901270884205,Central Siberian Yupik,Eskimo-Aleut,Eurasia
honeycombo,-8.326604129035436,0.06234317950991122,converged,-5.82236599064712,0.11641959268113948,ngal1292,converged,2.504238138388316,18.96269128137853,Ngalkbun,Gunwinyguan,Australia
snowcombo,-8.482778758062118,0.08187564979521811,converged,-5.940384587695828,0.10619428205645946,west2630,converged,2.54239417036629,18.95997692013345,Western Abenaki,Algic,North America
