word,estimate_set,se_set,convergence_set,estimate,se,glottocode,convergence,delta,zeta,langname,area,langfamily,longitude,latitude,population,subsistence
wind_group,-5.878775686911985,0.026640083388817612,converged,-5.995830004622268,0.13884753073478262,tetu1245,converged,-0.11705431771028252,-0.8279405878443225,Tetum,Papunesia,Austronesian,125.528,-9.11217,450000,other
rain_group,-6.3028006448357194,0.02755628677845044,converged,-6.426385167679522,0.14598296978320485,koas1236,converged,-0.12358452284380217,-0.8318771879710231,Koasati,North America,Muskogean,267.291,30.4096,200,other
dance_group,-6.883968111771383,0.05019304054215684,converged,-7.059546033519229,0.20421181492016685,jica1244,converged,-0.1755779217478466,-0.8349330707966874,Jicarilla Apache,North America,Athabaskan-Eyak-Tlingit,252.993,36.8079,680,hunter-gatherer
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.494412448748409,0.1270960942129048,surs1246,converged,-0.10895417787267458,-0.8432788947116397,Sursurunga,Papunesia,Austronesian,152.768,-3.99078,3000,other
wind_group,-5.878775686911985,0.026640083388817612,converged,-5.995320738802802,0.1350077695578387,kxoe1243,converged,-0.11654505189081643,-0.846916582610866,Kxoe,Africa,Khoe-Kwadi,22.599835,-16.59051,6590,hunter-gatherer
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.504121825704153,0.1361846007394129,klam1254,converged,-0.1186635548284185,-0.8589286168690554,Klamath-Modoc,North America,isolate_klam1254,238.296,42.5861,100,hunter-gatherer
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.782696925076763,0.3206465387751329,gung1250,converged,-0.282722963121226,-0.869131531755503,Gungu,Africa,Atlantic-Congo,31.4819,2.06754,49000,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.545924207895244,0.18270522313247411,paam1238,converged,-0.16046593701951029,-0.8712589358010165,Paama,Papunesia,Austronesian,168.23693,-16.47548,6000,other
taste_group,-6.776026416840354,0.023557372419593634,converged,-6.952154866280398,0.200095634348634,diri1252,converged,-0.1761284494400437,-0.8741838918158512,Diriku-Shambyu,Africa,Atlantic-Congo,20.6678,-18.1681,36200,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.762164594291902,0.2934983817077727,chep1245,converged,-0.26219063233636497,-0.8781595350157687,Chepang,Eurasia,Sino-Tibetan,84.9017,27.7206,36800,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.775016989446953,0.30613688307576264,diri1252,converged,-0.2750430274914155,-0.8843802416097727,Diriku-Shambyu,Africa,Atlantic-Congo,20.6678,-18.1681,36200,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.804879131334263,0.3375336055520189,gwer1238,converged,-0.3049051693787259,-0.891662571429509,Gwere,Africa,Atlantic-Congo,33.8227,1.11392,409000,other
ice_group,-7.819588428807819,0.05596561153807331,converged,-8.161945799493765,0.37801838747276567,nyol1238,converged,-0.34235737068594574,-0.895897993591598,Nyole,Africa,Atlantic-Congo,33.9181,0.88072,341000,other
rain_group,-6.3028006448357194,0.02755628677845044,converged,-6.477257222599603,0.19259802927947062,busa1253,converged,-0.17445657776388312,-0.8966752647802043,Busa,Africa,Mande,4.39929,9.91074,40000,hunter-gatherer
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.524176808423235,0.15261042722079818,bang1354,converged,-0.13871853754750063,-0.8986135868898163,Bobangi,Africa,Atlantic-Congo,17.227,-0.87437,111300,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.532946990412291,0.1623393710615022,diri1252,converged,-0.14748871953655662,-0.89935366233555,Diriku-Shambyu,Africa,Atlantic-Congo,20.6678,-18.1681,36200,other
taste_group,-6.776026416840354,0.023557372419593634,converged,-6.9136921661956725,0.1508305853617924,hmon1333,converged,-0.1376657493553184,-0.9017851319527049,Hmong Daw,Eurasia,Hmong-Mien,103.164,21.5461,435400,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.770967446757666,0.2934978515391532,misi1242,converged,-0.2709934848021289,-0.9076446625280201,Mising-Padam-Miri-Minyong,Eurasia,Sino-Tibetan,94.69,27.418,571000,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.572806880730477,0.20426676477614059,bini1246,converged,-0.18734860985474278,-0.9112981344903912,Bini,Africa,Atlantic-Congo,5.70426,6.40701,1000000,other
wind_group,-5.878775686911985,0.026640083388817612,converged,-5.995111734186522,0.12418911771879322,diri1252,converged,-0.11633604727453672,-0.9159287759623999,Diriku-Shambyu,Africa,Atlantic-Congo,20.6678,-18.1681,36200,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.513901740199413,0.13746235739776586,yaki1237,converged,-0.12844346932367845,-0.9213182499868852,Northwest Sahaptin,North America,Sahaptian,239.244,46.2655,3000,hunter-gatherer
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.815393917276922,0.3375329026392233,nung1290,converged,-0.315419955321385,-0.9224138104289988,Wubuy,Australia,Gunwinyguan,135.753,-14.2623,360,hunter-gatherer
rain_group,-6.3028006448357194,0.02755628677845044,converged,-6.4974305559639856,0.20867150256069375,sanb1242,converged,-0.1946299111282661,-0.9246817924147781,San Blas Kuna,South America,Chibchan,281.6925,9.15686,57100,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.470199328514623,0.08811325160095826,cent2128,converged,-0.0847410576388885,-0.9299328242038722,Central Siberian Yupik,Eurasia,Eskimo-Aleut,189.728,63.4308,1130,hunter-gatherer
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.818128550843474,0.3375327210367377,nand1266,converged,-0.31815458888793646,-0.9304114579077144,Nandi,Africa,Nilotic,35.408478,0.793737,938000,other
dance_group,-6.883968111771383,0.05019304054215684,converged,-7.115534339886235,0.24263412140763996,tetu1245,converged,-0.23156622811485228,-0.9345963419718191,Tetum,Papunesia,Austronesian,125.528,-9.11217,450000,other
dance_group,-6.883968111771383,0.05019304054215684,converged,-7.0489323686336665,0.16910422282097234,choc1276,converged,-0.16496425686228378,-0.9351922693150176,Choctaw,North America,Muskogean,271.5,32.25,11400,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.806498268585728,0.32064500771881177,nyol1238,converged,-0.30652430663019103,-0.9423046971568562,Nyole,Africa,Atlantic-Congo,33.9181,0.88072,341000,other
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.822640009451761,0.33753242252136445,kwai1243,converged,-0.32266604749622374,-0.9436055830934754,Kwaio,Papunesia,Austronesian,160.965,-8.93744,13200,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.507422141050749,0.1270948542582362,here1253,converged,-0.12196387017501475,-0.9439796674089689,Herero,Africa,Atlantic-Congo,20.5655,-21.0231,237000,other
smell_group,-6.385458270875734,0.023237955848480273,converged,-6.5653655685980965,0.18911526241978782,kuan1247,converged,-0.17990729772236236,-0.9442087953021615,Kuanyama,Africa,Atlantic-Congo,16.58,-17.7176,668000,other
ice_group,-7.819588428807819,0.05596561153807331,converged,-8.15794350713011,0.35360402524420476,yuca1254,converged,-0.33835507832229084,-0.9451113297116526,Yucatec Maya,North America,Mayan,271.0433,18.7757,706000,other
taste_group,-6.776026416840354,0.023557372419593634,converged,-7.050050242434603,0.2888003009017921,thay1249,converged,-0.27402382559424865,-0.9456940411610768,Thayore,Australia,Pama-Nyungan,142.034,-14.8159,150,hunter-gatherer
snow_group,-7.499973961955537,0.05478824718083926,converged,-7.8273530195151055,0.3375321121043959,chek1238,converged,-0.3273790575595683,-0.9573891821133891,Cheke Holo,Papunesia,Austronesian,159.625,-8.27055,10800,other
taste_group,-6.776026416840354,0.023557372419593634,converged,-6.9089027685138555,0.13615070994641124,mars1254,converged,-0.13287635167350142,-0.9616618192095028,Marshallese,Papunesia,Austronesian,167.73,8.72,43900,other
ice_group,-7.819588428807819,0.05596561153807331,converged,-8.305484017752766,0.5000617859138468,urip1240,converged,-0.4858955889449472,-0.9656423482542177,Uripiv,Papunesia,Austronesian,167.34643,-16.00951,351,other
