word,estimate_set,se_set,convergence_set,estimate,se,family,convergence,delta,zeta
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.512379041804286,0.3766304315558064,Chibchan,converged,-0.2267405304457153,-0.6002282437808066
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.577594844760926,0.32687442863601124,Mangarrayi-Maran,converged,-0.20062910808279355,-0.6121209804763739
wind_group,-5.8818125301742885,0.028118712010424887,converged,-6.090353715107928,0.3380902232885679,South Bougainville,converged,-0.20854118493363938,-0.6146987940067069
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.007759341950362,0.3702940499205852,Ijoid,converged,-0.24586076245152721,-0.6625108493806552
rain_group,-6.285638511358571,0.02915488348491822,converged,-6.534706601052635,0.3742121627468269,Ijoid,converged,-0.24906808969406402,-0.6635690124559646
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.899354408475518,0.20238649986316656,Hmong-Mien,converged,-0.13745582897668296,-0.674247418767475
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.4544809398801055,0.11071881609401754,Nuclear Trans New Guinea,converged,-0.07751520320197347,-0.6841095767388092
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.608581942881952,0.3175267382525815,isolate_yama1264,converged,-0.23161620620382006,-0.7273490379966296
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.896498027956584,0.1830724383160817,Mayan,converged,-0.13459944845774885,-0.7287217748900813
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.795340008657525,0.037874891054751406,Austronesian,converged,-0.03344142915868975,-0.7412456177261371
smell_group,-6.376965736678132,0.024084949955155904,converged,-6.562953314004854,0.24671809704705502,Cochimi-Yuman,converged,-0.18598757732672233,-0.7502799351033914
taste_group,-6.761898579498835,0.024512691740818944,converged,-7.009843138446726,0.3257860809145792,Mangarrayi-Maran,converged,-0.24794455894789103,-0.7589203281780967
snow_group,-7.512289187703119,0.05735694529776867,converged,-7.880246385362096,0.4701213738396424,Dravidian,converged,-0.36795719765897683,-0.7769245872532031
taste_group,-6.761898579498835,0.024512691740818944,converged,-6.851693309528547,0.11197515666995272,Nuclear Trans New Guinea,converged,-0.08979473002971172,-0.7833657983063989
ice_group,-7.843537628189873,0.0585483889898855,converged,-8.367975904052948,0.6665297416429611,Ijoid,converged,-0.5244382758630746,-0.7838009329423022
