id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,newlangname,newlangnamelink,delete,review_flag
miun.adl9486.0001.001,1923,Grammar and dictionary of the Pangasinan language = Gramatica tan diccionario na salitay Pangasinan / by Ernest A. Rayner.,NA,"Methodist Pub. House, 1923.",Pangasinan,pang1290,,,,,,,
umn.31951002074538q,1960,Grammar and dictionary of the Samoan language.,NA,"Malua Printing Press, 1960.",Samoan,samo1305,,,,,,,
loc.ark:/13960/t68353707,1862,Grammar and dictionary of the Yakama language. By Rev. Mie. Cles. Pandosy. Tr. by George Gibbs and J. G. Shea.,NA,"Trübner & co., 1862.",Yaka (Central African Republic):Yaka:Yaka (Congo),yaka1272:yaka1270:yaka1274,,,,,,,
uc1.$b662083,1970,Grammar and dictionary of the Yakama language. Translated by George Gibbs and J.G. Shea.,NA,"AMS Press, 1970]",Yaka (Central African Republic):Yaka:Yaka (Congo),yaka1272:yaka1270:yaka1274,,,,,,,
hvd.hx6h4d,1858,Grammar and dictionary of the Yoruba language. With an introductory description of the country and people of Yoruba. By the Rev. T.J. Bowen ...,NA,"Smithsonian Institution, 1858]",Yoruba,yoru1245,,,,,,,
mdp.39015064773065,2005,"Grammar and dictionary of western Panjabi, as spoken in the Shahpur district, with proverbs, sayings, & verses / compiled by, J. Wilson.",NA,"Sang-e-Meel Publications, 2005.",Pan,kofy1242,,,,,,,
mdp.39015032099080,1993,Gran diccionario español-inglés = English-Spanish dictionary / dirigido y realizado por Ramón García-Pelayo y Gross ; con la colaboración de Micheline Durand ... [et al.].,NA,"Larousse ; Larousse Kingfisher Chambers [distributor], c1993.",Spanish,stan1288,,,,,,,
hvd.hn6n6e,1905,[Gray's] new English-Italian and Italian-English pocket dictionary.,NA,"F.Treves, 1905.",Italian,ital1282,,,,,,,
uiug.30112025232866,1961,Great dictionary of the Yiddish language; editors in chief: Judah A. Joffe [and] Yudel Mark.,v.2,"Yiddish Dictionary Committee, 1961-",NA,NA,,,,,,,
uiug.30112025232874,1961,Great dictionary of the Yiddish language; editors in chief: Judah A. Joffe [and] Yudel Mark.,v.3,"Yiddish Dictionary Committee, 1961-",NA,NA,,,,,,,
uiug.30112024937424,1918,Greiriadur cymraeg a saesneg = Spurrell's Welsh-English dictionary / edited by J. Bodvan Anwyl ; with a preface by the late Edward Anwyl.,NA,"W. Spurrell, 1918.",Welsh,wels1247,,,,,,,
mdp.39015022916012,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.1,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,,,,,,,
mdp.39015022916004,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.2,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,,,,,,,
mdp.39015022913514,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.3,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,,,,,,,
mdp.39015022915899,9999,"Groyser verterbukh fun der Yidisher shprakh = Great dictionary of the Yiddish language / editors in chief, Judah A. Joffe, Yudel Mark ... [et al.]",v.4,"Yiddish Dictionary Committee, 1961-",Yidiñ,yidi1250,,,,,,,
mdp.39015017445290,1956,"Guaymí grammar and dictionary, with some ethnological notes.",no.162,"U.S. Govt. Print. Off., 1956.",Gua,guaa1238,,,,,,,
uc1.31822005971742,1956,Guaymí grammar and dictionary : with some ethnological notes / by Ephraim S. Alphonse,NA,"U.S. G.P.O., 1956",Gua,guaa1238,,,,,,,
mdp.39015034397250,1993,Gunasena English-Sinhalese concise dictionary = Guṇasēna Iṅgrīsi-Siṃhala saṅkṣipta śabda koṣaya / compiled by Sirisena Maitipe.,NA,"M.D. Gunasena & Co., 1993,c1950.",Siri,siri1278,,,,,,,
uc1.31822034878488,2001,"Gurando konsaisu Ei-Wa jiten = Grand concise English-Japanese dictionary / Sanseidō henshūjo hen,グランドコンサイス英和辞典 = Grand concise English-Japanese dictionary / 三省堂編修所編",NA,"Sanseidō, 2001, 三省堂, 2001",Japanese,nucl1643,,,,,,,
mdp.39015065376363,1944,Gurkhali to English dictionary.,NA,Jugal Kisbore [1944],Gur,gura1261,,,,,,,
umn.31951001416913w,1951,Gyldendal's English-Norwegian and Norwegian-English dictionary.,(v. 1-2),David McKay [1951],Norwegian,norw1258,,,,,,,
uva.x000982174,1941,Gyldendal's English-Norwegian and Norwegian-English dictionary ...,V.1,B. Blackwell [1941],Norwegian,norw1258,,,,,,,
uva.x000982161,1941,Gyldendal's English-Norwegian and Norwegian-English dictionary ...,V.2,B. Blackwell [1941],Norwegian,norw1258,,,,,,,
uva.x030833268,1954,"Gyldendal's English-Norwegian dictionary, by B. Berulfsen.",NA,"B. Blackwell, 1954.",Norwegian,norw1258,,,,,,,
uva.x001163970,1942,Gyldendal's English-Norwegian & Norwegian-English dictionary.,NA,"B. Blackwell, 1942.",Norwegian,norw1258,,,,,,,
inu.39000001465561,1985,Haim's one-volume English-Persian dictionary / S. Haim.,NA,"Farhang Moāser, 1985.",Hai:Hai (Tanzania),haii1241:haii1242,,,,,,,
mdp.39015024370010,1977,Hamdard English to Sindhi dictionary : with pronunciation in Sindhi / by Ammanullah Kahn Abbasi and Mohd. Farid Abbasi ; edited by Shamsuddin Abbasi and Abdul Hameed Umar Memon.,NA,"Memon Book Store : stockist, Muslim Book Depot, 1977.",Sindhi,sind1272,,,,,,,
mdp.39015053172832,1996,Hamel's bilingual dictionary of Mexican Spanish = Diccionario bilingüe Hamel de mexicanismos / Bernard H. Hamel.,NA,"Bilingual Book Press, c1996.",Mexican Spanish,mexi1248,,,,,,,
inu.30000026197081,9999,Hamid Muudee's Oromo dictionary : English-Oromo / Mahdi Hamid Muudee (Abbaa Bariisaa).,v.1,"Sagalee Oromoo Pub. Co., c1995-",Orom,orom1239,,,,,,,
uva.x002561240,1995,Hamito-Semitic etymological dictionary : materials for a reconstruction / by Vladimir E. Orel and Olga V. Stolbova.,NA,"E.J. Brill, 1995.",Semitic,semi1276,,,,,,,
mdp.39015018626559,1984,"Haīm's one-volume English-Persian dictionary : designed to give the Persian equivalents of the most important and the most common English words and phrases about 60,000 in number / by S. Haīm.",NA,"Farhang Moāser, 1952, 1984 printing.",NA,NA,,,,,,,
inu.39000001260087,1984,Haïm's one-volume Persian-English dictionary / S. Haim.,NA,"Farhang Moaser, 1984.",Hai:Hai (Tanzania),haii1241:haii1242,,,,,,,
inu.39000002839145,1976,Handige woordeboek : Afrikaans-Engels = Handy dictionary : English-Afrikaans / M. S. B. Kritzinger.,NA,"J. L. van Schaik, 1976.",Afrikaans,afri1274,,,,,,,
uc1.aa0006929434,1894,"Hand verterbugh der englisher sprakhe. Harkavy's manual dictionary of the English language, giving the exact meaning of every word in Jewish, with the pronunciation of every word in Hebrew characters.",NA,"Hebrew publishing company, c1894.",Han,hann1241,,,,,,,
uc1.c006050523,1942,"Handy dictionary of the Dutch and English languages, by J. Verheul. Self-instructor, with conversations and idioms.",NA,"David McKay Company, 1942.",Dutch,dutc1256,,,,,,,
uc2.ark:/13960/t87h1hz5w,1899,"Handy dictionary of the English and French languages = Dictionnaire de poche anglais-francais et francais-anglais / by J.E. Wessely ; re-written, improved, and greatly enlarged by L. Tolhausen and G. Payn ; in collaboration with Eug. Heymann.",NA,"David McKay, [18--?]",French,stan1290,,,,,,,
nyp.33433081964813,1899,"Handy dictionary of the English and German languages = Neues Englisch-Deutsches und Deutsch-Englisches Taschenwörterbuch / rev., altered, and greatly enl. by C. Stoffel and George Payn, assisted by Georg Berlit.",NA,"David McKay, [18--?]",German,stan1295,,,,,,,
uc2.ark:/13960/t78s4zr8z,1925,Handy dictionary of the English and Italian languages / by J.E. Wessely ; thoroughly revised and re-written by G. Rigutini and G. Payn. = Dizionario tascabile inglese-italiano & italiano-inglese / di J.E. Wessely ; interamente rifatta da G. Rigutini e G. Payn.,NA,"David McKay, [between 1900 and 1925]",Italian,ital1282,,,,,,,
uva.x030266520,1947,Handy dictionary of the French and English languages : with phonetic transcription of every French vocabulary word : spelling based on the Dictionnaire de l'Académie française (1932-1935) and on the Oxford English dictionaries / by J.O. Kettridge.,NA,"McKay, 1947.",French,stan1290,,,,,,,
inu.30000007059979,1918,"Handy dictionary of the Greek and English languages. Greek-English, with an introduction to the history of Greek sounds.",NA,D. McKay [c1918],Greek,gree1276,,,,,,,
uc1.c040007206,1943,"Handy dictionary of the Greek and English languages : Greek-English, with an introduction to the history of Greek sounds / compiled by Karl Freyerabend.",NA,"D. McKay, 1943, c1918.",Greek,gree1276,,,,,,,
mdp.39015004801265,1943,"Handy dictionary of the Latin and English languages, with an appendix of Latin, geographical, historical, and mythological proper names.",NA,"David McKay company, 1943.",Latin,lati1261,,,,,,,
pst.000033442358,1950,"Handy German-English, English-German dictionary / compiled by the English Universities Press. With a concise German grammar and a table of irregular verbs.",NA,"D. McKay, [c195_?].",German,stan1295,,,,,,,
umn.319510015760389,1916,"Handy Polish-English and English-Polish dictionary with conversations and idioms,",NA,D. McKay [c1916],Polish,poli1260,,,,,,,
osu.32435006759526,1916,"Handy Russian-English and English-Russian dictionary and self-instructor, by S. I. Luboff.",NA,David McKay [c1916],Russian,russ1263,,,,,,,
aeu.ark:/13960/t41r8m77s,1916,"Handy Russian-English and English-Russian dictionary, and self-instructor S.J. Luboff.",NA,"Musson, c1916.",Russian,russ1263,,,,,,,
mdp.39015038908110,1912,Handy Spanish-English and English-Spanish dictionary. Compiled from the best authorities of both languages.,NA,"Hinds, Hayden & Eldredge, inc. 1912.",Spanish,stan1288,,,,,,,
mdp.39015091700214,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 3, English-Corean dictionary : being a vocabulary of Corean colloquial words in common use / J. Scott ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 3, English-Corean dictionary : being a vocabulary of Corean colloquial words in common use / J. Scott ; 황 호덕, 이 상현 편.",v.3,"Pangmunsa, 2012., 박문사, 2012.",Sang,sang1322,,,,,,,
mdp.39015091699929,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 2, Han-Yŏng chadyŏn = A concise dictionary of the Korean language / H.G. Underwood ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 2, 韓英 字典 한영 [chadyŏn] = A concise dictionary of the Korean language / H.G. Underwood ; 황 호덕, 이 상현 편.",NA,"Pangmunsa, 2012., 박문사, 2012.",Korean,kore1280,,,,,,,
mdp.39015091699911,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 5, Han-Yŏng chadyŏn = A English-Korean dictionary / J.S. Gale ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 5, 韓英 字典 한영 [chadyŏn] = A Korean-English dictionary / J.S. Gale ; 황 호덕, 이 상현 편.",NA,"Pangmunsa, 2012., 박문사, 2012.",Korean,kore1280,,,,,,,
mdp.39015091700206,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 6, Han-Yŏng chajŏn = A Korean-English dictionary [1911]. Han-Yŏng chajŏn = A Korean-English dictionary (The Chinese character) [1914] / J.S. Gale ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 6, 韓英 字典 = A Korean-English dictionary [1911]. 韓英 字典 = A Korean-English dictionary (The Chinese character) [1914] / J.S. Gale ; 황 호덕, 이 상현 편.",NA,"Pangmunsa, 2012., 박문사, 2012.",Korean,kore1280,,,,,,,
mdp.39015091700065,2012,"Han'gugŏ ŭi kŭndae wa ijungŏ sajŏn, yŏngin p'yŏn. 4, Yŏng-Han chadyŏn = An English-Korean dictionary / G. H. Jones ; Hwang Ho-dŏk, Yi Sang-hyŏn p'yŏn.,한국어 의 근대 와 이중어 사전, 영인 편. 4, 英韓 字典 영한 [chadyŏn] = An English-Korean dictionary / G. H. Jones ; 황 호덕, 이 상현 편.",v.4,"Pangmunsa, 2012., 박문사, 2012.",Korean,kore1280,,,,,,,
mdp.39015053856467,2003,"Hanʼguk ŏnŏ munhwa sajŏn = New millennium dictionary of Korean language and culture : in English with colour illustrations / edited by Suh Cheong Soo.,한국 언어 문화 사전 = New millennium dictionary of Korean language and culture : in English with colour illustrations / edited by Suh Cheong Soo.",NA,"Hansebon, 2003.",Korean,kore1280,,,,,,,
mdp.39015050788143,1996,"Hani-English/English-Hani dictionary : Haqniqdoq-Yilyidoq, Doqlo-Soqdaoq / compiled by Paul Lewis and Bai Bibo (Piu Bo).",NA,"Kegan Paul International ; International Institute for Asian Studies, 1996.",Hani,hani1248,,,,,,,
uc1.32106015395715,1997,Han  Ying ci  dian =  A Chinese-English dictionary / Bei- jing  wai guo  yü da  xu  Ying yü xi  ci  dian  tsu bian,NA,"Wai yü jiao  xu  yu yen jiu  chu  ban  sh :  Xin  hua  shu  dian  tsung dian  Bei- jing  fa  xing  suo  jing  xiao, 1997",Han,hann1241,,,,,,,
uc1.31822035877240,1995,"Han Ying ci dian = A Chinese-English dictionary / Beijing wai guo yu da xue Ying yu xi ""Han Ying ci dian"" zu bian ; [zhu bian Wei Dongya ; fu zhu bian Gao Houkun, Ying Manrong, Chen Qinghuang],汉英词典 = A Chinese-English dictionary / 北京外国语大学英语系《汉英词典》组编 ; [主编危东亚 ; 副主编高厚堃, 应曼蓉, 陈庆煌]",NA,"Wai yu jiao xue you yan jiu chu ban she, 1995, 外语教学与研究出版社, 1995",Dong,dong1293,,,,,,,
mdp.39015021251312,1979,"Han Ying ci dian = A Chinese-English dictionary / Bei jing wai guo yu xue yuan Ying you si ""Han Ying ci dian"" bian xie zu bian.,漢英辭典 = A Chinese-English dictionary / 北京外國語學院英語系 ""漢英辭典"" 編寫組編.",NA,"Shang wu yin shu guan, 1979., 商務印書館, 1979.",Han,hann1241,,,,,,,
umn.31951d00109519y,1978,"Han Ying ci dian = A Chinese-English dictionary / Beijing wai guo yu xue yuan Ying yu xi ""Han Ying ci dian"" bian xie zu bian ; [zhu bian Wu Jingrong].,汉英词典 = A Chinese-English dictionary / 北京外国语学院英语系《汉英词典》编写组编 ; [主编吴景荣].",NA,"Shang wu yin shu guan : Xin hua shu dian Beijing fa xing suo fa xing, 1978., 商务印书馆 : 新华书店北京发行所发行, 1978.",Jing,jing1263,,,,,,,
mdp.39015066421887,1978,"Han Ying ci dian = A Chinese-English dictionary / Beijing wai guo yu xue yuan Ying yu xi ""Han Ying ci dian"" bian xie zu bian ; [zhu bian Wu Jingrong].,汉英词典 = A Chinese-English dictionary / 北京外国语学院英语系《汉英词典》编写组编 ; [主编吴景荣].",suppl.,"Shang wu yin shu guan : Xin hua shu dian Beijing fa xing suo fa xing, 1978., 商务印书馆 : 新华书店北京发行所发行, 1978.",Jing,jing1263,,,,,,,
uc1.32106005249328,1979,"Han  Ying ci  dian =  A Chinese-English dictionary / Bei  jing  wai guo  yü xu  yüan Ying yu si "" Han  Ying ci  dian""  bian  xi  tsu bian",NA,"Shang  wu yin shu  guan, 1979",Han,hann1241,,,,,,,
pst.000046126597,1986,"Han Ying ci dian= a Chinese-English dictionary / Beijing wei guo yu xue yuan, Ying Yu xi, ""Han Ying ci dian"" bian xie zu bian.",NA,"Shang wu yin shu guan, 1986.",Han,hann1241,,,,,,,
mdp.39015060795732,2003,"Han Ying ci dian = Chinese-English dictionary : with transliteration in Roman script and pronunciation in Nepali / Rabison Shakya.,汉英词典 = Chinese-English dictionary : with transliteration in Roman script and pronunciation in Nepali / Rabison Shakya.",NA,"Thyākā Research Centre, 2003.",Nepali,nepa1254,,,,,,,
uva.x002668962,1993,"Han Ying da ci dian = Chinese-English dictionary / Wu Guanghua zhu bian.,汉英大辞典 = Chinese-English dictionary / 吴光华主编．",v.1,"Shanghai jiao tong da xue chu ban she, 1993, 上海交通大学出版社, 1993",Guang,guan1278,,,,,,,
uva.x002668861,1993,"Han Ying da ci dian = Chinese-English dictionary / Wu Guanghua zhu bian.,汉英大辞典 = Chinese-English dictionary / 吴光华主编．",v.2,"Shanghai jiao tong da xue chu ban she, 1993, 上海交通大学出版社, 1993",Guang,guan1278,,,,,,,
uc1.b3399501,1981,"Han Ying fen lei cha tu ci dian / Guangzhou wai guo yu xue yuan ""Han Ying fen lei cha tu ci dian"" bian xie zu bian = A classified and illustrated Chinese-English dictionary / by the Compiling Group of a Classified and Illustrated Chinese-English Dictionary, Guangzhou Institute of Foreign Languages.,汉英分类插图词典 / 广州外国语学院《汉英分类插图词典》编写组编 = A classified and illustrated Chinese-English dictionary / by the Compiling Group of a Classified and Illustrated Chinese-English Dictionary, Guangzhou Institute of Foreign Languages.",NA,"Sheng huo, du shu, xin zhi san lian shu dian Xianggang fen dian ; Guangdong ren min chu ban she, 1981., 生活.读书.新知三 联书店香港分店 ; 广东人民出版社 , 1981.",Guangzhou,guan1279,,,,,,,
uva.x001157735,1985,"Han Ying ni yin ci dian = A Reverse Chinese-English dictionary / Yu Yunxia ... deng he bian.,汉英逆引词典 = A Reverse Chinese-English dictionary / 余云霞 ... 等合编.",NA,"Commercial Press : Xin hua shu dian Beijing fa xing suo fa xing, 1985., Commercial Press : 新华书店北京发行所发行, 1985.",Han,hann1241,,,,,,,
uc1.31822033695206,2003,"Han Ying Shanghai kou yu ci dian = A Chinese-English Shanghai dialect dictionary / Li Yaming zhu bian,汉英上海口语词典 = A Chinese-English Shanghai dialect dictionary / 李亚明主编",NA,"Shanghai jiao tong da xue chu ban she, 2003, 上海交通大学出版社, 2003",Shang,shan1278,,,,,,,
coo.31924089591543,1998,"Han Ying sheng wu xue ci hui = Chinese-English biological dictionary / Ke xue chu ban she ming ci shi bian.,汉英生物学词汇 = Chinese-English biological dictionary / 科学出版社名词室编.",NA,"Ke xue chu ban she, 1998, 科学出版社, 1998.",Han,hann1241,,,,,,,
uc1.31822028577070,1999,Han Ying shi yong ci dian = Quaille's practical Chinese-English dictionary / Yu Yaosheng ... [et al. bian],NA,"Asia 2000 Ltd, 1999",Han,hann1241,,,,,,,
uva.x004469768,2000,"Han Ying shuang jie xin hua zi dian = Xinhua dictionary with English translation / [Yao Naiqiang zhu bian].,汉英双解新华字典 = Xinhua dictionary with English translation / [姚乃強主编].",NA,"Shang wu yin shu guan guo ji you xian gong si, 2000., 商务印书馆囯际有限公司, 2000.",Han,hann1241,,,,,,,
