glottocode,longitude,latitude,avgmonth_tmp,minmonth_tmp,maxmonth_tmp,avgmonth_pre,minmonth_pre,maxmonth_pre
paiw1248,120.806,22.3271,22.902778146002028,18.00666707356771,26.60000031789144,188.8288923184077,78.83333479563395,438.7866752624512
pala1344,134.476678,7.34138,27.551111533906724,27.176667086283366,27.916666984558105,270.4161159992218,187.99666964213054,352.0033398946126
pali1273,82.251,24.5271,25.556389321221246,16.293333752950033,33.45333429972331,85.72555687504095,4.536666700492303,294.99667205810545
phal1254,71.8421,35.5096,6.402777918966281,-6.156666747728983,17.643333689371744,61.92027885052893,21.596667075157164,127.53000233968099
pamp1243,120.502,14.9603,27.362778165605334,25.720000394185384,29.21666692097982,201.76889194047286,5.826666794468959,607.1433380126953
pang1290,120.365,15.9377,26.146667040718928,24.503333791097006,27.816666920979817,227.31417112451874,3.1333334262172383,724.6433512369791
papi1253,290.06012,12.48485,28.468333689371743,26.896666781107584,30.10666700998942,35.3191673013899,9.043333456913631,84.51333408355713
pedi1238,29.471800000000002,-24.7993,20.26000031100379,13.596666844685872,24.796667035420736,46.47444535301378,1.9500000402331352,99.3300011952718
penn1240,283.6789,40.030507,10.808889079135325,-2.61333335613211,23.3133337020874,91.26250166495642,72.18333422342936,102.77666886647543
pidg1254,235,55,0.42444443255662917,-13.760000387827557,12.513333574930828,45.817778589990404,23.49000047047933,56.20000127156575
pint1250,130.643,-23.2963,22.16416699356503,12.90333350499471,29.63333371480306,25.880556065837542,9.570000175635021,53.620001284281415
plai1258,249.537,51.2437,3.324444514140487,-13.406666962305703,18.410000483194988,25.851944902208118,10.670000092188518,58.150000762939456
plat1254,47.1211,-19.5907,16.04277806017134,12.31333360671997,18.783333778381348,116.92555756469568,10.620000167687733,293.4500035603841
plau1238,250.646132,49.578028,3.49222228133844,-11.206666787465412,17.32000036239624,32.94833390050464,16.48666706085205,64.06333405176798
pnar1238,92.2628,24.8237,24.44166703754001,17.930000495910644,28.030000305175783,283.7608389516258,9.093333402027685,660.5933441162109
pohn1238,158.223,6.87212,26.534444851345487,26.21333376566569,26.8500005086263,379.3252839247386,255.30000591278076,460.7033378601074
pola1255,14,52,8.88333350299961,-1.596666683256626,18.493333689371745,45.51972300079134,31.186667426427206,62.07000160217285
poli1260,18.6255,51.8439,8.472222389425669,-3.7233334029714262,18.88333377838135,44.09833411110772,24.896667003631592,74.79666817982992
port1283,-8.1,39.91,15.483333626058368,9.503333536783854,22.203333854675293,80.24916799741072,9.41333350961407,132.90333461761475
powh1243,282.79248,36.99422,14.727778020666705,3.020000031590462,25.523333676656087,95.04722403155432,77.02333507537841,126.65333557128906
pula1263,-13.4482,13.8694,28.83833383984036,25.09333381652832,33.52000096638997,69.37389024624395,0,244.18333892822267
pulu1242,149.2005,7.35695,27.678611522250705,27.50666707356771,27.880000368754068,358.5036169052124,212.9966682434082,495.0133382161458
rabh1238,91.1689,25.8248,20.908611451254952,14.12666686375936,24.90333366394043,432.6666728682816,8.160000080118575,1257.7100179036458
rade1240,108.41,12.979,23.559167114893597,20.62333393096924,25.733333841959634,139.57027998566628,8.203333481152852,263.89667154947915
ralu1237,152.114,-4.30986,26.606667036480374,26.27333386739095,26.880000432332356,227.09778118663363,159.36667035420734,345.44333902994794
reel1238,30.49451,6.32234,27.59277818997701,25.97666702270508,30.200000508626303,84.26333497468795,1.036666681865851,171.95000381469725
rend1243,37.3608,2.27065,26.450000381469728,24.89000047047933,27.910000483194988,49.23472315799445,6.286666754881541,186.42000465393068
renn1242,160.265,-11.6237,26.388333781560263,25.6000005086263,27.016667111714682,233.55972557067872,169.2066680908203,330.90333964029946
rita1239,135.259,-13.4559,26.60305593278673,22.6000005086263,29.40333366394043,97.72111273122331,0.8166666835546493,263.4166717529297
roma1327,24.2256,46.3913,9.086111267863048,-3.603333403170109,19.00000025431315,50.36416740814845,27.590000677108765,91.99333432515462
romb1245,122.56,12.4047,25.77222255600823,24.323333803812663,27.303333727518716,174.06889185375638,51.02000090281169,301.0666742960612
rong1269,120.702,-8.84604,23.350000365575156,21.990000534057618,24.59333381652832,246.02889289814564,36.176667194565134,499.6600087483724
rotu1241,177.066,-12.5008,27.035278171963164,26.29333381652832,27.570000203450522,264.49694913228353,180.99000307718913,336.00000381469727
rovi1238,157.408,-8.20493,26.634167003631593,25.570000394185385,27.036666997273763,297.91639421251085,233.7300038655599,416.1433405558268
rung1259,116.743,6.83989,26.706111494700114,25.80000031789144,27.606667137145998,199.321948422326,97.73666852315267,326.80667368570965
russ1263,50,59,1.9141667017506225,-15.096667003631591,18.126667149861653,53.0252787295315,28.266667075951894,87.65333506266276
sgaw1245,97.7126,17.9872,25.13361147244771,21.58000030517578,28.5600004196167,162.1550024814076,4.236666736006737,438.6433359781901
saaa1240,161.467,-9.60258,25.977222606870864,25.3100004196167,26.706667073567708,269.4730602476332,192.1000051498413,375.7000089009603
saba1279,45.35,15.42,23.090278159247504,17.79000047047933,27.96333376566569,26.255833818018438,4.3633333685497435,50.95333463350932
sadr1248,84.8114,23.6585,23.96000040107303,15.853333536783854,30.996667035420735,105.66583553786494,5.1800000935792925,330.2533432006836
samo1305,188.17,-13.92,26.790000369813708,25.983333778381347,27.38666706085205,255.8525048441357,131.99000231424967,419.6966740926107
sanb1242,281.6925,9.15686,26.04083366394043,25.31000035603841,27.120000330607095,185.7652809778849,44.09333432515462,274.7866719563802
sana1295,44.8412,15.6552,21.987778186798096,16.46000057856242,27.050000381469726,27.98722269276364,5.313333426912626,54.52000066439311
sang1328,20.1702,6.78584,25.391667042838204,23.896667098999025,27.733333905537922,113.91639058865194,1.7000000258286796,235.76000569661457
sans1269,77,20,26.898333724339803,21.160000483194988,34.12333374023437,77.00055723825676,8.413333421200514,244.46667149861653
sant1410,87.8185,25.0317,24.795278165075516,16.740000406901043,29.230000241597494,116.24277945053245,4.063333391149838,367.33667551676433
sanz1248,47.5667,41.97796,5.598888986702595,-6.880000054836273,18.28333371480306,54.13416781326135,27.78000052769979,93.26666882832845
saur1248,77.9427,9.99172,26.74861149787903,25.0233336130778,28.876667149861653,84.34055690452871,20.04666712855299,196.6600030263265
savo1255,159.814,-9.12853,26.007500399483575,25.186666933695474,26.303333791097007,195.96833649079005,108.36333527565003,334.74333877563475
scot1243,-3.710133,55.886945,7.300000120906366,2.0000000258286796,13.400000095367432,88.25666811201307,56.00000120798747,111.69666792551676
scot1245,-5.24366,56.7574,6.963333448891838,2.2200000368058683,12.393333466847738,221.62222600513036,127.46333573659261,300.0733362833659
sele1250,147.234,-6.03532,19.000000365575154,17.88333377838135,20.013333638509113,232.13417088720533,135.13000316619872,353.5300078074137
sema1266,101.477,4.13257,25.2663892004225,24.710000546773276,25.906666882832845,238.77528172598946,167.13333549499512,338.8300048828125
semb1240,116.799,4.22102,25.491944832272,24.710000419616698,26.20666726430257,228.23361525005765,184.80667037963866,276.36000493367516
sene1264,282.47,42.56,7.823889016132388,-5.626666741321484,20.50000025431315,68.74639024602043,42.926667563120525,91.56000188191732
sout1528,18.81,44.15,8.894444563757215,-1.7200000387926895,18.13000027338664,78.21500151753426,60.81000127792358,103.5966677347819
shan1277,98.0342,21.5995,21.999722560246784,16.35666716893514,25.35666707356771,111.14027959472602,6.11333335240682,264.18333892822267
shan1293,121.475372,31.222902,15.936389115949472,3.8600000739097595,28.006667137145996,94.42861277918435,36.703334000955024,161.09000295003256
shat1244,29.7687,10.8525,28.227500422795615,26.110000610351562,31.92666702270508,58.90805655001766,0,157.5100018819173
shek1244,35.3922,7.27424,23.135278108384874,21.783333651224773,24.986666997273762,117.50028003884687,26.720000310738882,205.57000452677408
shil1265,31.7926,9.85472,28.439167102177937,26.746666971842448,31.80000057220459,59.10194558275657,0,162.60000254313152
shon1251,29.75725,-17.20849,21.04666704336802,16.073333581288654,24.360000483194987,67.10250118333433,0.7266666782399018,202.79333674112956
shos1248,244,41,6.201666785217821,-4.513333447774251,18.68333371480306,31.271667302979363,13.66666684250037,43.30333448648453
sici1248,14.0414,37.5735,14.098333589235942,6.790000120798747,22.833333651224773,41.45555613268581,8.75000016093254,73.02666845321656
sida1246,38.3729,6.74176,19.28111145761278,18.243333689371745,20.676667149861654,104.55444630930822,20.580000565449396,173.98666966756184
siee1239,169.166,-18.8181,23.363333702087402,21.0133337020874,25.816667111714683,199.799170255661,107.25000203450521,357.31667175292966
sina1266,147.861,-9.79791,25.787222629123264,24.600000445048014,26.70000031789144,162.4236141204834,92.23333390553792,230.6600034077962
sind1272,69,26,26.759722691112096,15.52000020345052,35.18666725158691,11.000555724340181,1.130000014603138,49.550000510613124
sing1272,-1,53,9.143611275052859,3.4166667540868123,15.796667003631592,59.21750096744961,53.033333492279056,67.99000132878622
sinh1246,81,8,27.507778125339083,25.396666971842446,29.093333562215168,127.1775017487506,30.490000375111897,289.38333689371746
slov1269,18.78479,48.545705,7.013055681996047,-4.110000048577786,16.510000387827557,71.75861239433289,48.900000937779744,110.59666811625164
slov1268,14.7766,46.2543,7.613889007911913,-2.62000004251798,16.98000014623006,117.98472435755862,75.50000109473864,159.89666926066081
soma1255,45.152856,4.778704,27.78777814441257,26.88666706085205,29.21666711171468,24.966666993643678,0.22333333442608513,72.13666744232178
sora1254,84.19,19.1213,24.22472267150879,19.39333375295003,28.113333892822265,101.28277953916952,7.100000186264515,241.63667068481445
sout3283,-1,53,9.143611275052859,3.4166667540868123,15.796667003631592,59.21750096744961,53.033333492279056,67.99000132878622
koon1244,14.4771,-5.57722,23.915278106265596,20.71000035603841,25.49333381652832,101.51611273021749,0.0900000013411045,239.0500040690104
sout2859,168.211,-16.2975,23.627500385708277,22.01333376566569,25.223333740234374,233.73028209474353,162.006671333313,383.2033401489258
raro1241,200.22,-21.23,23.935555924309625,21.8000005086263,26.196667035420734,181.22166940636106,100.02333393096924,263.6900043487549
sout2668,72.1702,33.2122,22.872500411669414,11.49666690826416,33.073334248860675,57.219167565595775,12.896666895846526,172.35000178019206
kach1280,97.3278,25.4634,23.543611505296496,16.786666933695475,27.00666700998942,161.60916963074772,10.860000084837278,469.0066782633464
