id,year,title,imprint,author,langname,glottolog_langname,subclass,glottocode,area,langfamily,affiliation,longitude,latitude,population,subsistence,doreco,oclc,lcc,access,url,rights,copyright
pacific.areare_geerts_area1240,1970,Are'are Dictionary,"Pacific Linguistics, The Australian National University",P. Geerts,'Are'are,'Are'are,x-english,area1240,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Malaita, Southern Malaita",161.158,-9.20699,17900,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/146434/1/PL-C14.pdf,NA,Copyright © author/authors
uva.x000832923,1980,"Abuan-English, English-Abuan dictionary / compiled by Ian Gardner.","University of Port Harcourt : Nigeria Bible Translation Trust, 1980.",NA,Abua,Abua,x-english (and english-x),abua1244,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Central Delta, Abua-Odual",6.61492,4.83057,25000,other,NA,214558e10,NA,deny,NA,ic,NA
mdp.39015029444596,1992,Aḋṅa-mat̂-n̂a-English dictionary / John McEntee and Pearl McKenzie.,"[J.C. McEntee], 1992.",NA,Adnyamathanha,Adnyamathanha,x-english (and english-x),adny1235,Australia,Pama-Nyungan,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Northern Thura-Yura",138.671,-30.1451,130,hunter-gatherer,NA,1179190096,NA,deny,NA,ic,NA
mdp.39015019142010,1854,A dictionary of the Circassian language.,"George Bell, 1854.",NA,Adyghe,Adyghe,x-english (and english-x),adyg1241,Eurasia,Abkhaz-Adyge,"Abkhaz-Adyge, Circassian",39.33,44,475300,other,NA,67169933,NA,allow,NA,pd,NA
inu.30000035077324,1984,"Dictionary Coetzee woordeboek : Afrikaans-Engels, Engels-Afrikaans : pronouncing dictionary containing over 35,000 entries : uitspraak woordebock met oor 35,000 inskrywings.","Shuter and Shooter, 1984.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,226705683,NA,deny,NA,ic,NA
uc1.b5406266,1995,"Drukkerswoordeboek : English-Afrikaans, Afrikaans-English / saamgestel deur die Nasionale Terminologiediens, Departement van Kuns, Kultuur, Wetenskap en Tegnologie = Printing dictionary : English-Afrikaans, Afrikaans-English / compiled by the National Terminology Services, Department of Arts, Culture, Science and Technology.","G.P.-S, 1995.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,36051425,96206167,deny,NA,ic,NA
inu.39000002839145,1976,Handige woordeboek : Afrikaans-Engels = Handy dictionary : English-Afrikaans / M. S. B. Kritzinger.,"J. L. van Schaik, 1976.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,3139560,NA,deny,NA,ic,NA
mdp.39015001707143,1986,"Juta se sakwoordeboek = Pocket dictionary : Afrikaans-engels, English-Afrikaans : (according to the latest spelling of the S.A. Akademie).","Juta, [1981].",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,13454710,44024352,deny,NA,ic,NA
inu.30000093654592,2004,"Mini dictionary : English-Afrikaans, Afrikaans-English / Jan Kromhout, M.S.B. Kritzinger = Miniwoordeboek / Jan Kromhout, M.S.B. Kritzinger.","Pharos, 2004.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,56806086,2005423833,deny,NA,ic,NA
mdp.39015058005367,1966,"Nuwe praktiese woordeboek, Engels-Afrikaans, Afrikaans-Engels = New practical dictionary, English-Afrikaans, Afrikaans-English / deur H. J. Terblanche.","Afrikaanse Pers-Boekhandel, 1966.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,2413507,78341139,deny,NA,ic,NA
uc1.a0011732401,1902,"Patriot woordeboek. Dictionary. Afrikaans-Engels, Cape Dutch-English.","D.F. du Toit, 1902.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,14968939,NA,allow,NA,pdus,NA
inu.30000056353687,1997,Tweetalige frasewoordeboek : Afrikaans-Engels : 'n praktiese gebruiksgids = Bilingual phrase dictionary : English-Afrikaans : a practical usage guide / P.A. Joubert.,"Pharos, c1997.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,40276966,98163973,deny,NA,ic,NA
mdp.39015054154474,1999,"Tweetalige woordeboek = Bilingual dictionary / D.B. Bosman, I.W. van der Merwe, L.W. Hiemstra.","Pharos, 1999.",NA,Afrikaans,Afrikaans,x-english (and english-x),afri1274,Africa,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch, Afrikaansic",30,-22,4849900,other,NA,43647733,NA,deny,NA,ic,NA
mdp.39015061554757,2000,"Manobo dictionary of Manobo as spoken in the Agusan river valley and the Diwata mountain range / Teofilo E. Gelacio, Jason Lee Kwok Loong, Ronald L. Schumacher ; drawings by Mendez Havana, Jr.","Urios College, 2000.",NA,Agusan Manobo,Agusan Manobo,x-english (and english-x),agus1235,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Manobo, Central and Southern Manobo, East-West-Central Manobo, East and Central Manobo, East Manobo",125.742,8.62731,60000,other,NA,47743103,2001307657,deny,NA,ic,NA
uiug.30112071145715,1990,Ahtna Athabaskan dictionary / compiled and edited by James Kari.,"Alaska Native Language Center, University of Alaska, Fairbanks, 1990.",NA,Ahtena,Ahtena,x-english (and english-x),ahte1237,North America,Athabaskan-Eyak-Tlingit,"Athabaskan-Eyak-Tlingit, Athabaskan-Eyak, Athabaskan, Southern Alaskan Athabaskan",215.111,61.7068,100,hunter-gatherer,NA,20992964,90000031,deny,NA,ic,NA
uc1.b4233512,1933,Dictionary of the Asante and Fante language called Tshi (Twi),"Printed for the Basel Evangelical Missionary Society,  1933.",NA,Akan,Akan,x-english (and english-x),akan1250,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic",-1.33254,6.34756,8300000,other,NA,215034e10,58051027,deny,NA,ic,NA
uc2.ark:/13960/t3zs2pd14,1909,English-Tshi (Asante) : a dictionary = Enyiresi-Tw̌i nse̲m-asekyere̲-ṅhõma / edited by the Basel Missionary Society.,"Basel Evang. Missionary Society, 1909.",NA,Akan,Akan,english-x,akan1250,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic",-1.33254,6.34756,8300000,other,NA,26785885,NA,allow,NA,pdus,NA
uva.x001075744,1982,Mfantse nkasafua nkyerekyerease; Fante-English dictionary.,Methodist Book Depot [19--?],NA,Akan,Akan,x-english (and english-x),akan1250,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic",-1.33254,6.34756,8300000,other,NA,8344473,NA,deny,NA,ic,NA
mdp.39015054125623,1998,Twi-English/English-Twi dictionary / [Paul A. Kotey].,"Hippocrene, c1998.",NA,Akan,Akan,x-english (and english-x),akan1250,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic",-1.33254,6.34756,8300000,other,NA,35212756,96030114,deny,NA,ic,NA
webonary.akawaio_stegeman_akaw1239,2014,Akawaio-English Dictionary and English-Akawaio Index,SIL International,"Ray Stegeman, Rita Hunter",Akawaio,Akawaio-Ingariko,x-english,akaw1239,South America,Cariban,"Cariban, Venezuelan Cariban, Pemong-Panare, Pemongan, Kapong",299.138,6.16277,5350,hunter-gatherer,NA,NA,NA,pdf,https://www.webonary.org/akawaio/download/,NA,NA
mdp.39015066207369,1968,Akha-English dictionary.,"Southeast Asia Program, Cornell University, 1968.",NA,Akha,Akha,x-english (and english-x),akha1245,Eurasia,Sino-Tibetan,"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Hani-Jino, Bisoid-Hanic, Hanic, Ha-Ya, Akhaic",100.964,21.2309,563960,other,NA,97731,73014371 //r852,deny,NA,ic,NA
mdp.39015047560134,1999,"A concise dictionary of Akkadian / edited by Jeremy Black, Andrew George, Nicholas Postgate ; with the assistance of Tina Breckwoldt ... [et al.].","Harrassowitz, 1999.",NA,Akkadian,Akkadian,x-english (and english-x),akka1240,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, East Semitic",44.1,33.1,200000,other,NA,43170507,NA,deny,NA,ic,NA
uc1.32106019833240,2007,"Assyrian-English-Assyrian dictionary / [editor-in-chief, Simo Parpola ; managing editor and English editor, Robert Whiting ; associate editors, Zack Cherry, Mikko Luukko, Greta Van Buylaere ; editorial assistants, Paolo Gentili, Stephen Donovan, Saana Teppo]","Neo-Assyrian Text Corpus Project, Institute for Asian and African Studies, University of Helsinki, c2007",NA,Akkadian,Akkadian,x-english (and english-x),akka1240,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, East Semitic",44.1,33.1,200000,other,NA,192094620,NA,deny,NA,ic,NA
mdp.39015029579268,1993,"Dictionary of the Alabama language / Cora Sylestine, Heather K. Hardy, Timothy Montler ; contributors, Ivey Battise ... [et al.] ; with the assistance of Jack Martin.","University of Texas Press, 1993.",NA,Alabama,Alabama,x-english (and english-x),alab1237,North America,Muskogean,"Muskogean, Alabaman-Koasati",265.37152000000003,30.76738,100,other,NA,26590560,92030925,deny,NA,ic,NA
mdp.39015063250560,1994,"Aleut dictionary = Unangam tunudgusii : an unabridged lexicon of the Aleutian, Pribilof, and Cammander Islands Aleut language / compiled by Knut Bergsland.","Alaska Native Language Center, University of Alaska Fairbanks, 1994.",NA,Aleut,Aleut,x-english (and english-x),aleu1260,North America,Eskimo-Aleut,"Eskimo-Aleut, Aleutic",185.71,52.1228,490,hunter-gatherer,NA,27171620,92044852,deny,NA,ic,NA
mdp.39015054275543,1990,Amharic-English dictionary / Thomas Leiper Kane.,"O. Harrassowitz, 1990.",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,24468448,91166276,deny,NA,ic,NA
uiug.30112086640726,1965,"An Amharic dictionary : Amharic-English, English-Amharic / Wolf Leslau.","University of California, [1965]",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,61490171,2004482004,deny,NA,ic,NA
mdp.39015013094639,1976,Concise Amharic dictionary : Amharic-English : English-Amharic / by Wolf Leslau.,"O. Harrassowitz, 1976.",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,2755728,77460054,deny,NA,ic,NA
inu.30000025897681,1991,"Dictionary Amharic-English, English-Amharic / compiled by A. Zekaria.","Languages-of-the World Publications, 1991.",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,24353357,NA,deny,NA,ic,NA
ien.35556011648441,1965,Dictionary of the Amharic language. In two parts. Amharic and English and English and Amharic.,"Printed for the Church Missionary Society, 1841 University Microfilms, 1965]",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,217260,78030848 //r92,allow,NA,pdus,NA
uva.x001669694,1986,ʹAmāreñā-Englizeñā mazgaba qālāt = Amharic-English dictionary / Amsalu Aklilu.,"Kuraz, [1986?]",NA,Amharic,Amharic,x-english (and english-x),amha1245,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Amharic-Argobba",39.543456,11.708182,17400000,other,NA,18995915,NA,deny,NA,ic,NA
mdp.39015032492657,2016,"The dictionary of classical Hebrew / David J.A. Clines, editor.","Sheffield Academic Press, 1993-2016",NA,Ancient Hebrew,Ancient Hebrew,ancient language,anci1244,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Canaanite, Hebrewic",35.1725,31.7761,40000,other,NA,29742583,gb 94036379,deny,NA,ic,NA
mdp.39015041013494,1997,A dictionary of Andalusi Arabic / by F. Corriente.,"E.J. Brill, 1997.",NA,Andalusian Arabic,Andalusian Arabic,x-english (and english-x),anda1287,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, North African Arabic, Moroccan-Andalusian Arabic",-5.2,36.54,500000,other,NA,36104020,96052434,deny,NA,ic,NA
mdp.39015030565769,1882,A dictionary of the Aneityumese language.,"Williams & Norgate, 1882.",NA,Aneityum,Aneityum,x-english (and english-x),anei1239,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, Southern Vanuatu",169.825,-20.1864,900,other,NA,3064543,43045282,allow,NA,pd,NA
pacific.anejom_lynch_anei1239,2001,Anejom dictionary - Diksonari blong Anejom Nitasviitai a nijitas antas Anejom,"Pacific Linguistics, The Australian National University","John Lynch, Philip Tepahae",Anejom,Aneityum,multilingual,anei1239,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, Southern Vanuatu",169.825,-20.1864,900,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/146130/1/PL-510.pdf,NA,Copyright © author/authors
other.yali_zollner_angg1239,2021,A Yali (Angguruk) - English - German Dictionary,HAL open science,"Siegfried Zöllner, Ilse Zöllner, Sonja Riesberg",Yali,Angguruk Yali,multilingual,angg1239,Papunesia,Nuclear Trans New Guinea,"Nuclear Trans New Guinea, Dani, Ngalik-Nduga, Yalic",139.457,-4.0836,15000,other,1,NA,NA,pdf,https://shs.hal.science/halshs-03436264,NA,Copyright in this edition is vested with the author(s). Released under Creative Commons License (Attribution 4.0 International)
inu.32000007299953,1970,A dictionary of the Chokosi language / A.C. Krass.,"University of Ghana, Institute of African Studies, 1970.",NA,Anufo,Anufo,x-english (and english-x),anuf1239,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia",0.56021,10.2839,137600,other,NA,42882328,NA,deny,NA,ic,NA
uc1.c055804254,1911,"Ao-Naga dictionary / by E. W. Clark ; assisted by Mrs. Clark and by Nagas Idizungba, Scvbong-Lvmba and Kilep Alvm.","s.n.], 1911",NA,Ao Naga,Ao Naga,x-english (and english-x),aona1235,Eurasia,Sino-Tibetan,"Sino-Tibetan, Kuki-Chin-Naga, Angami-Ao, Central Naga",94.3824,26.3241,232000,other,NA,214997350,NA,allow,NA,pdus,NA
mdp.39015017734255,1983,Dictionary of contemporary Arapaho usage / compiled by Zdeněk Salzmann.,"Wind River Reservation, 1983.",NA,Arapaho,Arapaho,x-english (and english-x),arap1274,North America,Algic,"Algic, Algonquian-Blackfoot, Algonquian, Arapahoic, Arapaho-Gros Ventre-Besawunena",251.19,43.3879,1040,hunter-gatherer,NA,10651590,NA,deny,NA,ic,NA
inu.30000036894172,1986,An English-Arikara student dictionary / edited by Douglas R. Parks.,"White Shield School District #85, 1986.",NA,Arikara,Arikara,english-x,arik1262,North America,Caddoan,"Caddoan, Northern Caddoan, Pawnee-Kitsai, Pawnee-Arikara",260,45,100,other,NA,13639291,86220616,deny,NA,ic,NA
uva.x004562076,2000,An English-Aromanian (Macedo-Romanian) dictionary : with two introductory sketches on Aromanian / Emil Vrabie ; with a foreword by Donald L. Dyer.,"Romance monographs, 2000.",NA,Aromanian,Aromanian,english-x,arom1237,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Eastern Romance",21.2,40.616,69700,other,NA,48426240,NA,deny,NA,ic,NA
pacific.arosi_fox_aros1241,1978,Arosi dictionary,"Pacific Linguistics, The Australian National University",Charles E. Fox,Arosi,Arosi,x-english,aros1241,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Makira",161.432,-10.2441,6750,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/144429/1/PL-C57.pdf,NA,Copyright © author/authors
webonary.arta_kimoto_arta1239,2023,Arta (Edilod) – English Dictionary,Yukinori Kimoto,Yukinori Kimoto,Arta,Arta,x-english,arta1239,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Northern Luzon",121.656,16.4185,100,hunter-gatherer,NA,NA,NA,pdf,https://www.webonary.org/arta/download/?lang=en,NA,NA
uc2.ark:/13960/t0qr4qt96,1867,"A dictionary in Assamese and English, comp. by M. Bronson.","American Baptist mission press, 1867.",NA,Assamese,Assamese,x-english (and english-x),assa1263,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Kamrupa, Eastern Kamrupa",91.2932,26.0876,16709000,other,NA,4618321,1002404,allow,NA,pd,NA
uc1.b3738517,1965,"Anglo Assamese dictionary; the most up-to-date and authoritative dictionary comprising full range of words and phrases with their adequate and elaborate meanings in Assamese. [10th ed., thoroughly rev. and enl.]",Dutta Baruah [1965],NA,Assamese,Assamese,english-x,assa1263,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Kamrupa, Eastern Kamrupa",91.2932,26.0876,16709000,other,NA,13885679,sa 67003593,deny,NA,ic,NA
mdp.39015058081244,2002,English-Assamese dictionary / Makhan Lal Chaliha.,"Asian Educational Services, 2002.",NA,Assamese,Assamese,english-x,assa1263,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Kamrupa, Eastern Kamrupa",91.2932,26.0876,16709000,other,NA,52268649,2002286579,deny,NA,ic,NA
pst.000046019080,-9999,"Assyrian dictionary / editorial board, Ignace J. Gelb [and others].",1956-<2006>,NA,Assyrian,Assyrian Neo-Aramaic,x-english (and english-x),assy1241,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Imperial-Middle-Modern Aramaic, Middle-Modern Aramaic, Eastern Aramaic, Central Eastern Aramaic, North-Eastern Neo-Aramaic",43,36.75,108600,other,NA,12555337,56058292,deny,NA,und,NA
njp.32101058864388,1872,Assyrian dictionary; intended to further the study of the cuneiform inscription of Assyria and Babylonia. by Edwin Norris. Parts 1-3.,"Williams & Northgate, 1868-72.",NA,Assyrian,Assyrian Neo-Aramaic,x-english (and english-x),assy1241,Eurasia,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Imperial-Middle-Modern Aramaic, Middle-Modern Aramaic, Eastern Aramaic, Central Eastern Aramaic, North-Eastern Neo-Aramaic",43,36.75,108600,other,NA,12831048,11018413,allow,NA,pd,NA
mdp.39015038203447,1996,"Ata-English dictionary : Ata language, West New Britain Province of Papua New Guinea.","Summer Institute of Linguistics, 1996.",NA,Ata,Ata,x-english (and english-x),ataa1240,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, Unclassified Bisayan",122.9,9.715,100,hunter-gatherer,NA,38174271,NA,deny,NA,ic,NA
mdp.39015011904086,1932,"A dictionary of the Atakapa language accompanied by text material, by Albert S. Gatschet and John R. Swanton.","U.S. Govt. print. off., 1932.",NA,Atakapa,Atakapa,x-english (and english-x),atak1252,North America,isolate_atak1252,NA,266.9173,30.9121,1700,other,NA,1040464,32026851,allow,NA,pd,NA
uva.x000444993,1980,Atayal-English dictionary / Søren Egerod.,"Curzon Press, 1980, c1978.",NA,Atayal,Atayal,x-english (and english-x),atay1247,Papunesia,Austronesian,"Austronesian, Atayalic",121.388,24.5209,84300,other,NA,7266712,81173668,deny,NA,ic,NA
wu.89119131001,1902,"A dictionary of the Gâthic language of the Zend Avesta, by Lawrence H. Mills.","F. A. Brockhaus, 1902.",NA,Avestan,Avestan,x-english (and english-x),aves1237,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Iranian",62.112,34.217,150000,other,NA,26541138,NA,allow,NA,pdus,NA
mdp.39015030113941,1909,An English-Avesta dictionary.,1909,NA,Avestan,Avestan,english-x,aves1237,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Iranian",62.112,34.217,150000,other,NA,7010180,59055186,allow,NA,pdus,NA
pacific.awa_loving_awap1236,1975,Awa dictionary,"Pacific Linguistics, The Australian National University","Richard Loving, Aretta Loving",Awa,Awa,x-english,awap1236,Papunesia,Nuclear Trans New Guinea,"Nuclear Trans New Guinea, Kainantu-Goroka, Kainantu, Gauwa, Awa-Oweina",145.714,-6.65534,2050,other,NA,NA,NA,pdf,https://openresearch-repository.anu.edu.au/bitstream/1885/145153/1/PL-C30.pdf,NA,Copyright © author/authors
mdp.39015073865126,2006,A Baba Malay dictionary : the first comprehensive compendium of Straits Chinese terms and expressions / William Gwee Thian Hock.,"Tuttle Publishing, 2006.",NA,Baba Malay,Baba Malay,x-english (and english-x),baba1267,Eurasia,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Malayic, Nuclear Malayic, Vehicular Malay",103.076,1.75414,15000,other,NA,67638277,NA,deny,NA,ic,NA
mdp.39015041293906,1992,"A Badaga-English dictionary / by Paul Hockings, Christiane Pilot-Raichoor; forward by Murray B. Emeneau.","Mouton de Gruyter, 1992.",NA,Badaga,Badaga,x-english (and english-x),bada1257,Eurasia,Dravidian,"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Badaga-Kannada",76.5974,11.3094,245000,other,NA,25963917,92019833,deny,NA,ic,NA
webonary.chufie_hamm_bafa1249,2012,Chufie' Lexicon (Bafanji),SIL International,"Cameron Hamm, Clifford Africa Tiemindeng, Valerie Hamm",Chufie,Bafanji,x-english,bafa1249,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Southern Mbam-Nkam, Mbam-Nkam Nun",10.4518,5.84612,17000,other,NA,NA,NA,pdf,https://www.webonary.org/bafanji/download/,NA,NA
mdp.39015008988969,1979,A Balinese-English dictionary / by C. Clyde Barber.,"University of Aberdeen, 1979.",NA,Balinese,Balinese,x-english (and english-x),bali1278,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Bali-Sasak-Sumbawa",115.075,-8.35714,3330000,other,NA,7574079,81103657,deny,NA,ic,NA
mdp.39015067719776,2007,"Practical Balinese-English, English-Balinese dictionary : useful words, phrases, and grammar hintsfor learners of the Balinese language / I Gusti Made Sutjaja.","Lotus Widya Suari, 2007.",NA,Balinese,Balinese,x-english (and english-x),bali1278,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Bali-Sasak-Sumbawa",115.075,-8.35714,3330000,other,NA,141188158,2007319924,deny,NA,ic,NA
mdp.39015054460129,-9999,"Manding-English dictionary : Maninka, Bamana / Valentin Vydrine.","Dimitry Bulanin, 1999-",NA,Bambara,Bambara,x-english (and english-x),bamb1269,Africa,Mande,"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, East Manding",-7.65,12.9,2772040,other,NA,41958380,NA,deny,NA,ic,NA
mdp.39015059980865,2003,A Bantawa dictionary / by Werner Winter.,"Mouton de Gruyter, 2003.",NA,Bantawa,Bantawa,x-english (and english-x),bant1281,Eurasia,Sino-Tibetan,"Sino-Tibetan, Himalayish, Mahakiranti, Kiranti, Central Kiranti, Southern Central Kiranti, Bantawic",87.04738,27.12147,371000,other,NA,51582318,2003042162,deny,NA,ic,NA
mdp.39015029794628,1990,Kayan-English dictionary / compiled by C. Hudson Southwell.,"Sarawak Literary Society, 1990.",NA,Baram Kayan,Baram Kayan,x-english (and english-x),bara1370,Papunesia,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Kayan-Murik-Modang, Kayan-Murik, Kayanic",114.482,3.51211,4150,other,NA,68195786,NA,deny,NA,ic,NA
mdp.39015049572244,1999,Ardiyooloon Bardi Ngaanka = One arm point Bardi dictionary / compiled by Gedda Aklif.,"Kimberley Language Resource Centre, 1999.",NA,Bardi,Bardi,x-english (and english-x),bard1255,Australia,Nyulnyulan,"Nyulnyulan, Western Nyulnyulan, Bardic",122.906,-16.6274,380,hunter-gatherer,NA,44839648,NA,deny,NA,ic,NA
inu.39000001635841,1979,"[Bassa-English, English-Bassa dictionary / by June Hobley]","Gaye Peter Mission, between 1960 and 1965]",NA,Bassa,Bassa,x-english (and english-x),nucl1418,Africa,Kru,"Kru, Greater Western Kru, Western Kru, Wee-Bassa-Klao, Bassa-Klao, Bassaic",-11.543,7.27501,403000,other,NA,8379447,NA,deny,NA,ic,NA
