id,year,title,imprint,author,langname,glottolog_langname,subclass,glottocode,area,langfamily,affiliation,longitude,latitude,population,subsistence,doreco,oclc,lcc,access,url,rights,copyright
inu.39000004299132,1980,Didinga (=Didin̲a) grammar and dictionary (Sudan-Equatoria) / Michele Rosato ; edited by Stefano Santandrea.,"[s.n.], 1980.",NA,Didinga,Didinga,x-english (and english-x),didi1258,Africa,Surmic,"Surmic, South Surmic, Southwest Surmic, Didinga-Murle, Didinga-Longarim",33.6869,4.21489,60000,other,NA,16660633,NA,deny,NA,ic,NA
hvd.32044086541729,1908,An outline grammar and dictionary of the Kachari (Dimasa) language (Based on Mani Charan Barman's Kachari grammar),"Eastern Bengal and Assam secretariat press, 1908.",NA,Dimasa,Dimasa,x-english (and english-x),dima1251,Eurasia,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Bodo-Garo, Boroic, Dimasa-Kokborok",93.1806,25.4198,106000,other,NA,8446989,NA,allow,NA,pdus,NA
inu.30000100681588,2005,"A dictionary of the Rumanyo language : Rumanyo-English / English-Rumanyo : including a grammatical sketch / Wilhelm J.G. Möhlig, Karl Peter Shiyaka-Mberema.","Köppe, 2005.",NA,Diriku-Shambyu,Diriku-Shambyu,x-english (and english-x),diri1252,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Southern Njila, Kunene, Kwangali-Diriku",20.6678,-18.1681,36200,other,NA,61180712,2005544956,deny,NA,ic,NA
other.djinang_waters_djin1253,1983,An Interim Djinang Dictionary,Summer Institute of Linguistics,Bruce Waters,Djinang,Djinang,x-english,djin1253,Australia,Pama-Nyungan,"Pama-Nyungan, Yuulngu, Western-Inland Yolngu",134.82,-12.462,120,hunter-gatherer,NA,NA,NA,pdf,https://ausil.org.au/wp-content/uploads/2021/03/WP-B-9-Djinang-Dictionary-Pt-2.pdf,NA,NA
mdp.39015029444455,1992,"A dictionary of Jiwarli, Western Australia / Peter Austin.","Dept. of Linguistics, La Trobe University, 1992.",NA,Djiwarli,Djiwarli,x-english (and english-x),djiw1241,Australia,Pama-Nyungan,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Mantharta, Djiwarli-Thiin",116.98858,-24.10724,2000,other,NA,1058936627,NA,deny,NA,ic,NA
webonary.doromukoki_bradshaw_doro1266,2021,Doromu-Koki–English dictionary,SIL International,Robert L. Bradshaw,Doromu-Koki,Doromu-Koki,x-english,doro1266,Papunesia,Manubaran,Manubaran,147.986,-9.56687,1500,other,NA,NA,NA,pdf,https://www.webonary.org/doromu-koki/download/,NA,NA
hvd.hwpset,1899,A New pocket-dictionary of the English and Dutch languages.,"O. Holtzes Nachfolger, 1899.",NA,Dutch,Dutch,english-x,dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,7558441,NA,allow,NA,pd,NA
nyp.33433075922777,1832,A new dictionary of the English and Dutch language : to which are added a catalogue of the most usual proper names and a list of the irregular verbs / by D. Bomhoff.,"J.F. Thieme, 1832.",NA,Dutch,Dutch,english-x,dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,4851089,NA,allow,NA,pd,NA
uc1.32106010769518,1977,"Cassell's English-Dutch, Dutch-English dictionary / compiled by F. P. H. Prick van Wely.","Cassell ; Macmillan, 1977, c1973.",NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,3785581,77081889,deny,NA,ic,NA
mdp.39015054030682,2000,"Cassell's dictionary : English-Dutch, Dutch-English = Cassell's handwoordenboek : Engels-Nederlands, Nederlands-Engels / managing editor, H. Coenders.","Continuum, 2000.",NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,43576793,NA,deny,NA,ic,NA
uc1.32106020098981,1961,Dutch-English and English-Dutch dictionary.,Routledge and K. Paul 1961.,NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,13663888,NA,deny,NA,ic,NA
uiug.30112017845428,1909,English-Dutch and Dutch-English dictionary (simplified spelling) / by Hubertus Elffers and W.J. Viljoen.,"J.C. Juta, 1909.",NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,77303098,NA,allow,NA,pdus,NA
uc1.c006050523,1942,"Handy dictionary of the Dutch and English languages, by J. Verheul. Self-instructor, with conversations and idioms.","David McKay Company, 1942.",NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,18204125,42011552,allow,NA,pdus,NA
nnc1.1002666766,1887,Kramers' new pocket dictionary of the English-Dutch and Dutch-English languages.,G.B. van Goorzonen [1887],NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,11356686,9025602,allow,NA,pd,NA
iau.31858016356721,1892,New complete dictionary of the English and Dutch languages ... by I. M. Calisch ...,H.C.A. Campagne & zoon [1890-1892],NA,Dutch,Dutch,english-x,dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,19641652,4019379,allow,NA,pd,NA
hvd.hwpsek,1851,"New dictionary of the English and Dutch language; to which is added a catalogue of the most usual proper names, and a list of the irregular verbs; carefully revised and considerably augmented.","Thieme, 1851.",NA,Dutch,Dutch,english-x,dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,11710739,NA,allow,NA,pd,NA
uc1.$b616513,1902,"Patriot; woordeboek, afrikaans-engels, dictionary Cape Dutch-English.","D.F. du Toit & ce., 1902.",NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,29790590,NA,allow,NA,pdus,NA
uc1.$b619485,1885,Pocket dictionary of the English-Dutch and Dutch-English languages...,Van Goor Zonen [1885],NA,Dutch,Dutch,x-english (and english-x),dutc1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, Macro-Dutch, Middle-Modern Dutch, Modern Dutch, Global Dutch",5,52,21220000,other,NA,17392758,NA,allow,NA,pd,NA
hvd.32044086541067,1826,"A dictionary of the Bhotanta, or Boutan language; edited by John Marshman. To which is prefixed A grammar of the Bhotanta language; edited by W. Carey.",1826,NA,Dzongkha,Dzongkha,x-english (and english-x),dzon1239,Eurasia,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Middle Old Tibetan, Late Old Tibetan, Southern Tibetic, Dzongkhic, Nuclear Dzongkhic",89.581604,27.410786,160300,other,NA,84416501,NA,allow,NA,pd,NA
mdp.39015061549104,2002,Rdzoṅ-kha Aiṅ-liś śan sbyar tshig mdzod = Dzongkha-English dictionary.,"ʾBrug-gźuṅ, Dzoṅ-kha goṅ ʾphel lhan tshogs, 2002.",NA,Dzongkha,Dzongkha,x-english (and english-x),dzon1239,Eurasia,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Middle Old Tibetan, Late Old Tibetan, Southern Tibetic, Dzongkhic, Nuclear Dzongkhic",89.581604,27.410786,160300,other,NA,52726808,2003310115,deny,NA,ic,NA
mdp.39015051583089,1998,Rdzoṅ-kha-Dbyin-skad tshig mdzod don tshan phyogs sdebs = Dzongkha-English dictionary : topic-based approach with romaization / Rinchhen Khandu.,"Pekhang Enterprises, 1998.",NA,Dzongkha,Dzongkha,x-english (and english-x),dzon1239,Eurasia,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Middle Old Tibetan, Late Old Tibetan, Southern Tibetic, Dzongkhic, Nuclear Dzongkhic",89.581604,27.410786,160300,other,NA,42718649,99936213,deny,NA,ic,NA
uc1.b4230737,1971,A Limba-English dictionary; or Tampeṅ ta ka taluṅ ta ka Hulimba ha in huiṅkilisi ha.,"Gregg, 1971.",NA,East Limba,East Limba,x-english (and english-x),east2387,Africa,Atlantic-Congo,"Atlantic-Congo, Limba",-11.7496,9.71107,4600,other,NA,215966e10,74168335,deny,NA,ic,NA
uva.x002497465,1994,A !Xóõ dictionary / Anthony Traill.,"R. Köppe, 1994.",NA,East Taa,East Taa,x-english (and english-x),huaa1248,Africa,Tuu,"Tuu, Hua, Taa",20.79583,-24.20022,4200,hunter-gatherer,NA,31270873,94171396,deny,NA,ic,NA
uva.x002708882,1974,Tangkhul (Wung) dictionary : (Tangkhul-English) / by T. Luikham.,"Luikham, 1974.",NA,East-Central Tangkhul Naga,East-Central Tangkhul Naga,x-english (and english-x),tang1336,Eurasia,Sino-Tibetan,"Sino-Tibetan, Kuki-Chin-Naga, Tangkhul-Maring, Tangkhulic, Nuclear Tangkhulic",94.3567,25.0489,125000,other,NA,3403726,NA,deny,NA,ic,NA
uc1.b4026994,1918,Tāngkhul Nāga grammar and dictionary (Ukhrul dialect) with illustrative sentences.,"Assam secretariat print. off., 1918.",NA,East-Central Tangkhul Naga,East-Central Tangkhul Naga,x-english (and english-x),tang1336,Eurasia,Sino-Tibetan,"Sino-Tibetan, Kuki-Chin-Naga, Tangkhul-Maring, Tangkhulic, Nuclear Tangkhulic",94.3567,25.0489,125000,other,NA,9102966,NA,allow,NA,pdus,NA
mdp.39015030390432,1905,A practical dictionary Arnénian[!]-English.,"H. Matteosian, 1905.",NA,Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,5144251,NA,allow,NA,pdus,NA
mdp.39015041283931,1995,Armenian (Eastern)-English dictionary = Hayeren-Angleren baṛaran / compiled by Louisa Baghdasarian and R. David Zorc.,"Dunwoody Press, 1995.",NA,Eastern Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,34517097,95067162 /NE,deny,NA,ic,NA
mdp.39076002825672,2003,"Eastern Armenian : Armenian-English, English-Armenian dictionary & phrasebook / by Nicholas Awde & Peter Maghdashyan.","Hippocrene Books, c2003.",NA,Eastern Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,53013363,2003056745,deny,NA,ic,NA
inu.30000001260698,1989,English-Armenian and Armenian-English dictionary romanized / by Adour H. Yacoubian.,"P. Shalom Pub., [1980z?]",NA,Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,13631725,NA,deny,NA,ic,NA
mdp.39015013964930,1972,"Gortsnakan baṛaran ch'ap'ahasnerow : hayerēn--anglierēn / ashkhatasiretsʻ M.K. Guyumchean = A practical dictionary for adults : Armenian--English / by M.G. Kouyoumdjian.,Գործնական բառարան չափահասներու : հայերէն--անգլիերէն / աշխատասիրեց Մ.Կ. Գույումճեան = A practical dictionary for adults : Armenian--English / by M.G. Kouyoumdjian.","Hratarakutʻiwn Hay Azgayin Himnadrami, 1972., Հրատարակութիւն Հայ Ազգային Հիմնադրամի, 1972.",NA,Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,23569922,72960392,deny,NA,ic,NA
mdp.39015022910635,1974,New dictionary : Armenian-English / by Matthias Bedrossian.,"Librairie du Liban, [1974?].",NA,Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,7776475,74168326,deny,NA,ic,NA
uc1.l0098383250,1928,"Nor grpani baṛaran kam grpanid ěnkerě : anglierēn-hayerēn = Pocket dictionary or pocket companion : English-Armenian / E.A. Yeran.,Նոր գրպանի բառարան կամ գրպանիդ ընկերը : անգլիերէն֊հայերէն = Pocket dictionary or pocket companion : English-Armenian / Ե.Ա. Յերան.","Hairenik Press, 1960.",NA,Armenian,Eastern Armenian,english-x,nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,9660966,NA,deny,NA,und,NA
hvd.hwsjif,1835,Pocket dictionary of the English and Armenian languages.,"Press of the Armenian Academy of S. Lazarus, 1835.",NA,Armenian,Eastern Armenian,english-x,nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,11911318,NA,allow,NA,pd,NA
mdp.39015020740885,1970,"Ěndardzak baṛaran hayerēnē anglierēn, ashkhatasiretsʻ Mesrop K. Guyumchean = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.,Ընդարձակ բառարան հայերէնէ անգլիերէն, աշխատասիրեց Մեսրոպ Կ. Գույումճեան = A comprehensive dictionary, Armenian-English / by Mesrob G. Kouyoumdjian.","[Hrat. H.I.Ě. Miutʻean Nurhan Frēnkean Himnadramin.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970], [Հրատ. Հ.Ի.Ը. Միութեան Նուրհան Ֆրէնկեան Հիմնադրամին.] [Dimel Baikar Armenian daily, Watertown, Mass.], [pref. 1970]",NA,Armenian,Eastern Armenian,x-english (and english-x),nucl1235,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian",45,40,4684400,other,NA,40043202,75962514,deny,NA,ic,NA
uc1.b3335051,1925,"English-Balochí colloquial dictionary. By Major George Waters Gilbertson ... assisted by Gháno Khán, Haddíání.","Printed by S. Austin & sons, ltd., for the author, 1925.",NA,Balochí,Eastern Balochi,english-x,east2304,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Iranian, Central Iranian PBS, Central Iranian PB, Northwestern Iranian, Balochic",62,28,1800000,other,NA,229933,26014506,allow,NA,pdus,NA
coo1.ark:/13960/t5w67121r,1909,English-Biluchi dictionary / [Thomas John Lee Mayer].,"Sheikh Mubarak Ali, 1909, 1975 printing.",NA,Eastern Balochi,Eastern Balochi,english-x,east2304,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Iranian, Central Iranian PBS, Central Iranian PB, Northwestern Iranian, Balochic",62,28,1800000,other,NA,1677431,75930097,allow,NA,pdus,NA
mdp.39015045613505,1997,"Eskimo-English, English-Eskimo dictionary = Inuktitut-English, English-Inuktitut dictionary / Arthur Thibert.","Laurier Books, 1997.",NA,Eskimo,Eastern Canadian Inuktitut,x-english (and english-x),east2534,North America,Eskimo-Aleut,"Eskimo-Aleut, Eskimo, Inuit",284.3861,62.1735,14000,hunter-gatherer,NA,39043440,97070452,deny,NA,ic,NA
mdp.39015013273399,1985,"Ulirnaisigutiit : an Inuktitut-English dictionary of northern Quebec, Labrador and eastern Arctic dialects with an English-Inuktitut index / by Lucien Schneider ; translated from the French and transliterated by Dermot Ronan F. Collis.","Les Presses de l'Université Laval, 1985.",NA,Eastern Canadian Inuktitut,Eastern Canadian Inuktitut,x-english (and english-x),east2534,North America,Eskimo-Aleut,"Eskimo-Aleut, Eskimo, Inuit",284.3861,62.1735,14000,hunter-gatherer,NA,21195512,NA,deny,NA,ic,NA
umn.31951p00463101u,1993,Eastern Ojibwa-Chippewa-Ottawa dictionary / by Richard A. Rhodes.,"Mouton de Gruyter, 1993.",NA,Eastern Ojibwa,Eastern Ojibwa,x-english (and english-x),east2542,North America,Algic,"Algic, Algonquian-Blackfoot, Algonquian, Eastern Great Lakes Algonquian, Ojibwa-Potawatomi, Ojibwa, Nuclear Ojibwe, Central-Eastern-Southwestern Ojibwa",280.2497,45.0112,25900,hunter-gatherer,NA,26855594,92037126,deny,NA,ic,NA
uc2.ark:/13960/t57d2ws3r,1849,"A dictionary, English and Punjabee, outlines of grammar, also dialogues, English and Punjabee / with grammar and explanatory notes, by Captain Starkey ; assisted by Bussawa Sing.","Printed by D'Rozario, 1849.",NA,Eastern Panjabi,Eastern Panjabi,english-x,panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,2279155,NA,allow,NA,pd,NA
mdp.39015029832576,1976,An English-Panjabi dictionary / T. Grahame Bailey.,"Ess Ess Publications, 1976.",NA,Panjabi,Eastern Panjabi,english-x,panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,2883257,76911214,deny,NA,ic,NA
mdp.39015043129348,1988,An English-Punjabi dictionary / by W.P. Hares.,"Asian Educational Services, 1988.",NA,Punjabi,Eastern Panjabi,english-x,panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,22455304,NA,deny,NA,ic,NA
uva.x000441513,1970,Dictionary of the Punjabi language.,"Languages Dept., Punjab [1970]",NA,Punjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,348294,75923580  /SA,deny,NA,ic,NA
mdp.39015029983221,1992,"English-Punjabi dictionary, with meanings in English & Hindi also = Aṅgrezī-Pañjābī kosha, Aṅgrezī te Hindī shabadārtha sahita = Aṅgrejī-Pañjābī-Hindī śabda kośa / compiled by Amrik Singh Walia.","Star Publications, 1992.",NA,Punjabi,Eastern Panjabi,english-x,panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,28028136,92907541,deny,NA,ic,NA
uc1.31822003640703,1985,"Pañjābī-Aṅgrezī shabada-kosha = Panjabi-English dictionary / sampādakī maṇḍala, Guracarana Siṅgha, Sarana Siṅgha, Rawindara Kaura","Siṅgha Bradaraza, 1985",NA,Panjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,10045850,82905405 /SA,deny,NA,ic,NA
mdp.39015052956375,2003,Pradeep's Punjabi English dictionary = Pradīpa Pañjābī Aṅgarezī shabada kosha.,"Pradeep Publishers, [2003?]",NA,Punjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,52845791,2003307760,deny,NA,ic,NA
mdp.39015064276879,2004,Pradeep's pioneer concise dictionary : illustrated : English to English & Punjabi with pronunciation & idioms.,"Pradeep Publishers, [2004?]",NA,Punjabi,Eastern Panjabi,english-x,panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,61285208,2004309513,deny,NA,ic,NA
mdp.39015070105021,2005,"Star English-Panjabi, Punjabi-English combined dictionary = Saṭāra Aṅgrezī-Pañjābī, Pañjābī-Aṅgrezī ḍikashanarī / compiled and edited by Amrik Singh Walia in cooperation with Parkash Singh Gill.","Star Publications, 2005.",NA,Panjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,71428593,2006413747,deny,NA,ic,NA
pst.000019939551,1988,The Panjabi dictionary / Mayya Singh.,"National Book Shop, 1988.",NA,Panjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,19407442,NA,deny,NA,ic,NA
mdp.39015030389244,1895,"The Pånjábí dictionary, prepared by Munshi Gulab Singh & sons ... Comp. and ed. by Bhai Maya Singh ... and passed by Dr. H. M. Clark ...","Munshi Gulab Singh & sons, 1895.",NA,Panjabi,Eastern Panjabi,x-english (and english-x),panj1256,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Greater Panjabic, Eastern Panjabic",75.6702,30.0368,27100000,other,NA,5850450,NA,allow,NA,pd,NA
uc1.32106008466184,1988,A Yiddish dictionary in transliteration / by Harry Coldoff.,"Proclaim Publications, c1988.",NA,Yiddish,Eastern Yiddish,x-english (and english-x),east2295,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Schlesisch-Wilmesau",19.42,51.75,401947,other,NA,22763362,cn 87095276,deny,NA,ic,NA
uva.x002764874,1995,"English-Yiddish, Yiddish-English dictionary : romanized / David C. Gross.","Hippocrene Books, 1995.",NA,Yiddish,Eastern Yiddish,x-english (and english-x),east2295,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Schlesisch-Wilmesau",19.42,51.75,401947,other,NA,33961123,NA,deny,NA,ic,NA
umn.31951001551844j,1990,"Modern English-Yiddish, Yiddish-English dictionary.","Yivo Institute for Jewish Research, 1990, c1968.",NA,Yiddish,Eastern Yiddish,x-english (and english-x),east2295,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Schlesisch-Wilmesau",19.42,51.75,401947,other,NA,23378314,90070824,deny,NA,ic,NA
mdp.49015002913698,1986,The Yiddish dictionary sourcebook : a transliterated guide to the Yiddish language / by Herman Galvin & Stan Tamarkin.,"Ktav, 1986.",NA,Yiddish,Eastern Yiddish,x-english (and english-x),east2295,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Schlesisch-Wilmesau",19.42,51.75,401947,other,NA,13157802,86001414,deny,NA,ic,NA
hvd.hnskng,1901,"Yidish-Englishes ṿerṭerbukh : A dictionary of the Yiddish language ... : with a treatise on Yiddish reading, orthograph and dialectical variations.","J. L. Werbelowsky, 1901.",NA,Yiddish,Eastern Yiddish,x-english (and english-x),east2295,Eurasia,Indo-European,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Schlesisch-Wilmesau",19.42,51.75,401947,other,NA,19310425,NA,allow,NA,pd,NA
uva.x002714497,-9999,A learner's dictionary of the Efịk language / E.U. Aye.,"Evans Brothers, 1991-",NA,Efik,Efik,x-english (and english-x),efik1245,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio",8.38121,4.89379,400000,other,NA,32899621,NA,deny,NA,ic,NA
uc1.b4422083,1964,Dictionary of the Efïk language : in two parts : I.-Efïk and English; II.-English and Efïk / Hugh Goldie,"Gregg, 1964",NA,Efik,Efik,x-english (and english-x),efik1245,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio",8.38121,4.89379,400000,other,NA,2583065,NA,deny,NA,ic,NA
uc1.32106020439136,1953,English-Efik dictionary.,"Philip, 1952-53.",NA,Efik,Efik,english-x,efik1245,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio",8.38121,4.89379,400000,other,NA,1061821,NA,deny,NA,ic,NA
hvd.32044086555885,1886,[Dictionary of the Efïk language.] Addenda.,"United presbyterian college buildings, 1886.",NA,Efik,Efik,x-english (and english-x),efik1245,Africa,Atlantic-Congo,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio",8.38121,4.89379,400000,other,NA,77580674,NA,allow,NA,pd,NA
uva.x001053246,1977,English-Egyptian index of Faulkner's Concise dictionary of Middle Egyptian / [David Shennum].,"Undena Publications, 1977, 1984 printing.",NA,Egyptian (Ancient),Egyptian,ancient language,egyp1246,Africa,Afro-Asiatic,"Afro-Asiatic, Egyptian",30.834959,28.381735,1500000,other,NA,44423200000000,80112396,deny,NA,ic,NA
mdp.39015028754870,1987,A pocket dictionary of the spoken Arabic of Cairo : English-Arabic / compiled by Virginia Stevens and Maurice Salib.,"American University in Cairo Press, c1987.",NA,Egyptian Arabic,Egyptian Arabic,x-english (and english-x),egyp1253,Africa,Afro-Asiatic,"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Egyptic Arabic, Egypto-Sudanic Arabic",31,31,53410000,other,NA,17419665,87967554,deny,NA,ic,NA
