word	language_name	same_meaning	provenance
aware	Yanomamö	False	Wiktionary
awash	English	True	Wiktionary
awe	Anyi	False	Wiktionary
awe	Baoule	False	Wiktionary
awe	English	True	Wiktionary
awe	Gun	False	Wiktionary
awe	Maori	False	Wiktionary
awe	Mapudungun	False	Wiktionary
awe	Middle English	True	Wiktionary
awe	Papiamentu	False	Wiktionary
awe	Swahili	False	Wiktionary
awe	Tabaru	False	Wiktionary
awe	Tooro	False	Wiktionary
awe	Western Arrernte	False	Wiktionary
awe	Yoruba	False	Wiktionary
axe	English	True	Wiktionary
axe	French	False	Wiktionary
axe	Galician	False	Wiktionary
axe	Interlingua	False	Wiktionary
axe	Latin	False	Wiktionary
axe	Middle English	False	Wiktionary
axes	English	True	Wiktionary
axes	French	False	Wiktionary
axes	Galician	False	Wiktionary
axes	Latin	False	Wiktionary
axes	Middle English	False	Wiktionary
axial	French	True	Wiktionary
axial	German	True	Wiktionary
axial	Portuguese	True	Wiktionary
axial	Romanian	True	Wiktionary
axial	Spanish	True	Wiktionary
axis	English	True	Wiktionary
axis	French	True	CogNet
axis	Latin	False	CogNet
axis	Spanish	True	Wiktionary
axle	Middle English	False	Wiktionary
babe	English	True	Wiktionary
babe	Galician	False	Wiktionary
babe	Middle English	False	Wiktionary
babe	Portuguese	False	Wiktionary
babe	Romanian	False	Wiktionary
babe	Serbo-Croatian	False	Wiktionary
babe	Slovak	False	Wiktionary
babe	Swazi	False	Wiktionary
babies	English	True	Wiktionary
babies	French	False	Wiktionary
babies	Swedish	False	Wiktionary
baby	Danish	True	Wiktionary
baby	Dutch	True	Wiktionary
baby	English	True	Wiktionary
baby	Finnish	True	Wiktionary
baby	French	True	Wiktionary
baby	Interlingua	True	Wiktionary
baby	Italian	True	Wiktionary
baby	Lower Sorbian	True	CogNet
baby	Middle English	True	Wiktionary
baby	Norwegian Bokmål	True	Wiktionary
baby	Norwegian Nynorsk	True	Wiktionary
baby	Polish	True	CogNet
baby	Slovak	True	CogNet
baby	Spanish	True	Wiktionary
baby	Swedish	True	Wiktionary
babysitter	Danish	True	Wiktionary
babysitter	English	True	Wiktionary
babysitter	Finnish	True	Wiktionary
babysitter	Italian	True	CogNet
babysitter	Romanian	True	Wiktionary
babysitter	Swedish	False	Wiktionary
bachelor	Danish	False	Wiktionary
bachelor	English	True	Wiktionary
bachelor	French	True	Wiktionary
bachelor	Norwegian Bokmål	True	Wiktionary
bachelor	Norwegian Nynorsk	True	Wiktionary
bachelors	English	True	Wiktionary
bachelors	French	False	Wiktionary
backbone	English	True	Wiktionary
backbones	English	True	Wiktionary
backer	English	True	Wiktionary
backfire	English	True	Wiktionary
background	Italian	True	Wiktionary
background	Romanian	True	Wiktionary
background	Spanish	True	Wiktionary
backgrounds	Spanish	False	Wiktionary
backs	English	True	Wiktionary
backs	Swedish	False	Wiktionary
backside	English	True	Wiktionary
backside	French	True	Wiktionary
backup	English	True	Wiktionary
backup	Italian	True	Wiktionary
backup	Portuguese	True	Wiktionary
backwater	English	True	Wiktionary
backyard	English	True	Wiktionary
bacon	English	True	Wiktionary
bacon	French	True	Wiktionary
bacon	Italian	True	Wiktionary
bacon	Middle English	False	Wiktionary
bacon	Norwegian Bokmål	True	Wiktionary
bacon	Norwegian Nynorsk	True	Wiktionary
bacon	Old French	True	Wiktionary
bacon	Portuguese	True	Wiktionary
bacon	Romanian	True	Wiktionary
bacon	Spanish	True	Wiktionary
bacon	Swedish	True	Wiktionary
bacteria	English	True	CogNet
bacteria	Galician	True	CogNet
bacteria	Latin	False	CogNet
bacteria	Spanish	True	CogNet
bacteria	Welsh	True	Wiktionary
bacterial	Spanish	True	Wiktionary
bacterium	Latin	True	Wiktionary
bad	Afar	False	Wiktionary
bad	Afrikaans	False	Wiktionary
bad	Danish	False	Wiktionary
bad	Dutch	False	Wiktionary
bad	English	True	Wiktionary
bad	Gothic	False	Wiktionary
bad	Indonesian	True	CogNet
bad	Khasi	False	CogNet
bad	Lushootseed	False	CogNet
bad	Maltese	False	CogNet
bad	Norwegian Bokmål	False	CogNet
bad	Norwegian Nynorsk	False	CogNet
bad	Old English	False	CogNet
bad	Old Irish	False	CogNet
bad	Palauan	False	CogNet
bad	Polish	False	CogNet
bad	Scottish Gaelic	False	CogNet
bad	Somali	False	CogNet
bad	Sumerian	False	CogNet
bad	Swedish	False	CogNet
bad	Translingual	False	Wiktionary
bad	Volapük	False	CogNet
bad	Welsh	False	CogNet
badge	English	True	Wiktionary
badge	French	False	Wiktionary
badges	English	True	Wiktionary
badges	French	False	Wiktionary
bads	Danish	False	Wiktionary
bads	English	True	Wiktionary
bads	Latvian	False	Wiktionary
bads	Swedish	False	Wiktionary
bag	Antillean Creole	False	Wiktionary
bag	Aromanian	False	Wiktionary
bag	Breton	False	Wiktionary
bag	Danish	False	Wiktionary
bag	English	True	Wiktionary
bag	Haitian Creole	False	Wiktionary
bag	Meriam	False	Wiktionary
bag	Norwegian Bokmål	True	Wiktionary
bag	Norwegian Nynorsk	True	Wiktionary
bag	Old Frisian	False	Wiktionary
bag	Rohingya	False	Wiktionary
bag	Romanian	False	Wiktionary
bag	Swedish	True	Wiktionary
bag	Tagalog	True	Wiktionary
bag	Torres Strait Creole	False	Wiktionary
bag	Turkmen	False	Wiktionary
bag	Welsh	True	Wiktionary
bag	Zhuang	False	Wiktionary
bagel	Dutch	True	Wiktionary
bagel	English	True	Wiktionary
bagel	Finnish	False	Wiktionary
bagel	French	True	Wiktionary
bagel	Indonesian	True	Wiktionary
bagel	Maranao	False	Wiktionary
bagel	Portuguese	True	Wiktionary
bagel	Spanish	True	Wiktionary
baggy	French	True	Wiktionary
bags	Danish	False	Wiktionary
bags	English	True	Wiktionary
bags	Swedish	False	Wiktionary
bail	Bouyei	False	Wiktionary
bail	Cimbrian	False	Wiktionary
bail	English	True	Wiktionary
bail	French	False	Wiktionary
bail	Irish	False	Wiktionary
bail	Latvian	False	Wiktionary
bail	Palauan	False	Wiktionary
bail	Scottish Gaelic	False	Wiktionary
bait	Cimbrian	False	Wiktionary
bait	English	True	Wiktionary
bait	Indonesian	False	Wiktionary
bait	Malay	False	Wiktionary
bait	Marshallese	False	Wiktionary
bait	Middle English	False	Wiktionary
bait	Romanian	False	Wiktionary
bait	Tagalog	False	Wiktionary
bait	Welsh	False	Wiktionary
bake	Basque	False	Wiktionary
bake	English	True	Wiktionary
bake	Middle English	False	Wiktionary
bake	Norwegian Bokmål	True	Wiktionary
bake	Norwegian Nynorsk	True	CogNet
bake	Serbo-Croatian	True	CogNet
bake	Wolio	False	CogNet
baker	Dutch	False	Wiktionary
baker	English	True	Wiktionary
baker	Lacandon	False	Wiktionary
baker	Norwegian Bokmål	True	Wiktionary
baker	Norwegian Nynorsk	False	Wiktionary
baker	Slovene	False	Wiktionary
baking	Norwegian Bokmål	True	Wiktionary
baking	Norwegian Nynorsk	True	Wiktionary
balance	English	True	Wiktionary
balance	French	True	Wiktionary
balance	Latin	False	Wiktionary
balance	Middle English	False	Wiktionary
balance	Middle French	False	Wiktionary
balance	Old French	False	Wiktionary
balance	Portuguese	False	Wiktionary
balance	Spanish	True	Wiktionary
balances	Catalan	False	Wiktionary
balances	English	True	Wiktionary
balances	French	False	Wiktionary
balances	Latin	False	Wiktionary
balances	Portuguese	False	Wiktionary
balances	Spanish	False	Wiktionary
bald	English	True	Wiktionary
bald	German	False	Wiktionary
bald	Old English	False	Wiktionary
bald	Old High German	False	Wiktionary
bald	Old Saxon	False	Wiktionary
balding	English	True	Wiktionary
bales	Asturian	False	Wiktionary
bales	Catalan	False	Wiktionary
bales	English	True	Wiktionary
bales	Ilocano	False	Wiktionary
bales	Karao	False	Wiktionary
bales	Latin	False	Wiktionary
bales	Middle English	False	Wiktionary
bales	Portuguese	False	Wiktionary
bales	Spanish	False	Wiktionary
bales	Western Bukidnon Manobo	False	Wiktionary
ball	Catalan	True	Wiktionary
ball	Crimean Tatar	False	Wiktionary
ball	East Central German	False	Wiktionary
ball	English	True	Wiktionary
ball	Icelandic	True	CogNet
ball	Irish	False	CogNet
ball	Middle English	False	CogNet
ball	Norwegian Bokmål	True	Wiktionary
ball	Norwegian Nynorsk	True	Wiktionary
ball	Old Irish	False	Wiktionary
ball	Scottish Gaelic	True	Wiktionary
ball	Swedish	False	Wiktionary
ball	Yola	True	Wiktionary
ballast	Dutch	True	Wiktionary
ballast	English	True	Wiktionary
ballast	French	True	CogNet
ballast	Norwegian Bokmål	True	Wiktionary
ballast	Norwegian Nynorsk	True	Wiktionary
ballast	Swedish	False	Wiktionary
ballerina	English	True	Wiktionary
ballerina	Finnish	True	Wiktionary
ballerina	Italian	True	CogNet
ballerina	Norwegian Bokmål	True	Wiktionary
ballerina	Norwegian Nynorsk	True	Wiktionary
ballerina	Swedish	True	Wiktionary
ballet	Catalan	True	Wiktionary
ballet	Chavacano	True	Wiktionary
ballet	Cimbrian	False	Wiktionary
ballet	Danish	True	Wiktionary
ballet	Dutch	True	Wiktionary
ballet	French	True	Wiktionary
ballet	German	False	Wiktionary
ballet	Latin	False	Wiktionary
ballet	Northern Sami	False	Wiktionary
ballet	Norwegian Bokmål	True	CogNet
ballet	Norwegian Nynorsk	True	CogNet
ballet	Spanish	True	Wiktionary
ballot	French	False	Wiktionary
ballot	Northern Sami	False	Wiktionary
ballots	French	False	Wiktionary
balls	Catalan	False	Wiktionary
balls	English	True	Wiktionary
balm	Welsh	True	Wiktionary
balsamic	Romanian	True	Wiktionary
bamboo	Gooniyandi	False	Wiktionary
bamboo	Mandinka	False	Wiktionary
ban	Bambara	False	Wiktionary
ban	Catalan	True	CogNet
ban	Chibcha	False	CogNet
ban	Chinese	True	Wiktionary
ban	Dutch	False	Wiktionary
ban	English	True	Wiktionary
ban	French	True	CogNet
ban	Haitian Creole	False	CogNet
ban	Hokkien	False	CogNet
ban	Hungarian	False	suffix
ban	Iberian	False	CogNet
ban	Indonesian	True	Wiktionary
ban	Irish	False	Wiktionary
ban	Japanese	False	suffix
ban	Maguindanao	False	suffix
ban	Mandarin	False	suffix
ban	Mapudungun	False	suffix
ban	Maranao	False	suffix
ban	Middle English	False	suffix
ban	Northern Kurdish	False	suffix
ban	Norwegian Bokmål	False	suffix
ban	Norwegian Nynorsk	False	suffix
ban	O'odham	False	suffix
ban	Old English	False	suffix
ban	Old Irish	False	suffix
ban	Phalura	False	suffix
ban	Polish	False	suffix
ban	Romanian	True	Wiktionary
ban	Serbo-Croatian	False	Wiktionary
ban	Tagalog	False	Wiktionary
ban	Tarifit	False	Wiktionary
ban	Translingual	False	Wiktionary
ban	Vietnamese	False	Wiktionary
ban	Volapük	False	Wiktionary
ban	Welsh	False	Wiktionary
ban	Yagara	False	Wiktionary
ban	Zazaki	False	Wiktionary
ban	Zou	False	Wiktionary
banal	Bikol Central	False	Wiktionary
banal	Breton	False	Wiktionary
banal	Catalan	True	Wiktionary
banal	English	True	Wiktionary
banal	French	True	Wiktionary
banal	German	True	Wiktionary
banal	Indonesian	True	Wiktionary
banal	Kapampangan	False	Wiktionary
banal	Luxembourgish	True	Wiktionary
banal	Malay	True	Wiktionary
banal	Masbatenyo	False	Wiktionary
banal	Portuguese	True	Wiktionary
banal	Romanian	True	CogNet
banal	Spanish	True	Wiktionary
banal	Swedish	True	Wiktionary
banal	Tagalog	False	Wiktionary
banal	Turkish	True	Wiktionary
banana	Asturian	True	Wiktionary
banana	Catalan	True	Wiktionary
banana	Cornish	True	Wiktionary
banana	English	True	Wiktionary
banana	French	False	Wiktionary
banana	Galician	True	Wiktionary
banana	Icelandic	True	CogNet
banana	Irish	True	Wiktionary
banana	Italian	True	Wiktionary
banana	Japanese	False	Wiktionary
banana	Lower Sorbian	True	Wiktionary
banana	Maltese	True	Wiktionary
banana	Portuguese	True	Wiktionary
banana	Romanian	False	Wiktionary
banana	Sardinian	True	Wiktionary
banana	Serbo-Croatian	True	Wiktionary
banana	Spanish	True	Wiktionary
banana	Tok Pisin	True	Wiktionary
banana	Welsh	True	Wiktionary
bananas	English	True	Wiktionary
bananas	French	False	Wiktionary
bananas	Lithuanian	False	Wiktionary
bananas	Norwegian Bokmål	True	Wiktionary
bananas	Norwegian Nynorsk	True	Wiktionary
bananas	Portuguese	False	Wiktionary
bananas	Spanish	False	Wiktionary
bananas	Welsh	False	Wiktionary
band	Chinese	True	Wiktionary
band	Danish	True	CogNet
band	Dutch	True	Wiktionary
band	English	True	Wiktionary
band	Faroese	False	Wiktionary
band	German	True	CogNet
band	Icelandic	True	Wiktionary
band	Middle English	True	Wiktionary
band	Norwegian Bokmål	True	Wiktionary
band	Norwegian Nynorsk	True	Wiktionary
band	Old Norse	True	Wiktionary
band	Polish	True	CogNet
band	Swedish	True	Wiktionary
band	Welsh	True	Wiktionary
bandage	Danish	True	Wiktionary
bandage	Dutch	True	Wiktionary
bandage	English	True	Wiktionary
bandage	French	True	Wiktionary
bandage	Interlingua	True	Wiktionary
bandage	Norman	True	Wiktionary
bandage	Swedish	True	Wiktionary
bandages	Danish	False	Wiktionary
bandages	Dutch	False	Wiktionary
bandages	French	False	Wiktionary
bandages	Interlingua	False	Wiktionary
bandages	Swedish	False	Wiktionary
bandits	French	False	Wiktionary
bandits	Swedish	False	Wiktionary
bands	Danish	False	Wiktionary
bands	Dutch	False	Wiktionary
bands	English	True	Wiktionary
bands	Old Norse	False	Wiktionary
bands	Swedish	False	Wiktionary
bang	Acehnese	False	Wiktionary
bang	Afrikaans	False	Wiktionary
bang	Bislama	False	Wiktionary
bang	Cebuano	False	Wiktionary
bang	Dutch	True	Wiktionary
bang	English	True	Wiktionary
bang	French	True	Wiktionary
bang	German	False	Wiktionary
bang	Icelandic	False	Wiktionary
bang	Indonesian	False	Wiktionary
bang	Irish	False	Wiktionary
bang	Javanese	False	Wiktionary
bang	Lashi	False	Wiktionary
bang	Malay	False	Wiktionary
bang	Mandarin	False	Wiktionary
bang	Maranao	False	Wiktionary
bang	Northern Kurdish	False	Wiktionary
bang	Old Norse	False	Wiktionary
bang	Pennsylvania German	False	Wiktionary
bang	Romanian	True	Wiktionary
bang	Swedish	False	Wiktionary
bang	Tedim Chin	False	Wiktionary
bang	Tho	False	Wiktionary
bang	Vietnamese	False	Wiktionary
bang	Zou	False	Wiktionary
banged	Kavalan	False	Wiktionary
bangs	Cebuano	False	Wiktionary
bangs	English	True	Wiktionary
bangs	French	False	Wiktionary
banished	English	True	Wiktionary
banjo	Albanian	False	Wiktionary
banjo	Czech	True	Wiktionary
banjo	Dutch	True	Wiktionary
banjo	English	True	Wiktionary
banjo	Finnish	True	Wiktionary
banjo	French	True	Wiktionary
banjo	Gothic	False	Wiktionary
banjo	Greenlandic	True	Wiktionary
banjo	Indonesian	False	Wiktionary
banjo	Italian	True	Wiktionary
banjo	Malay	True	Wiktionary
banjo	Norwegian Bokmål	True	Wiktionary
banjo	Norwegian Nynorsk	True	Wiktionary
banjo	Polish	True	Wiktionary
banjo	Portuguese	True	Wiktionary
banjo	Romanian	True	Wiktionary
banjo	Spanish	True	Wiktionary
banjo	Swahili	True	Wiktionary
banjo	Swedish	True	Wiktionary
banjo	Welsh	True	Wiktionary
banjo	West Frisian	True	Wiktionary
bank	Afrikaans	True	Wiktionary
bank	Azerbaijani	True	Wiktionary
bank	Breton	True	Wiktionary
bank	Crimean Tatar	True	Wiktionary
bank	Danish	True	Wiktionary
bank	Dutch	True	Wiktionary
bank	English	True	Wiktionary
bank	Hungarian	True	Wiktionary
bank	Icelandic	False	Wiktionary
bank	Indonesian	True	Wiktionary
bank	Malay	True	Wiktionary
bank	Maltese	True	Wiktionary
bank	Middle English	False	Wiktionary
bank	Norwegian Bokmål	True	Wiktionary
bank	Norwegian Nynorsk	True	Wiktionary
bank	Old High German	False	Wiktionary
bank	Polish	True	Wiktionary
bank	Slovene	False	Wiktionary
bank	Swedish	True	CogNet
bank	Turkish	False	CogNet
bank	Turkmen	True	Wiktionary
bank	Volapük	True	Wiktionary
banker	Danish	False	Wiktionary
banker	English	True	Wiktionary
banker	Ladino	True	Wiktionary
banker	Norwegian Bokmål	False	Wiktionary
banker	Swedish	False	Wiktionary
banker	Turkish	True	Wiktionary
bankers	Danish	False	Wiktionary
bankers	English	True	Wiktionary
bankers	Swedish	False	Wiktionary
banking	Cebuano	False	Wiktionary
banking	Romanian	True	Wiktionary
banks	Danish	False	Wiktionary
banks	English	True	Wiktionary
banks	Swedish	False	Wiktionary
banner	Dutch	True	Wiktionary
banner	English	True	Wiktionary
banner	Norwegian Bokmål	True	Wiktionary
banner	Norwegian Nynorsk	True	Wiktionary
banner	Polish	True	CogNet
banner	Portuguese	True	Wiktionary
banner	Romanian	True	Wiktionary
banner	Scots	True	Wiktionary
banner	Spanish	True	Wiktionary
banner	Swedish	True	Wiktionary
banners	Dutch	False	Wiktionary
banners	English	True	Wiktionary
banners	Spanish	False	Wiktionary
banners	Swedish	False	Wiktionary
banning	English	True	Wiktionary
banquet	Catalan	True	Wiktionary
banquet	French	True	Wiktionary
bans	Catalan	False	Wiktionary
bans	English	True	Wiktionary
bans	Gothic	False	Wiktionary
bans	Hlai	False	Wiktionary
bans	Maltese	False	Wiktionary
baptism	English	True	Wiktionary
baptism	Romanian	False	Wiktionary
bar	Afar	False	Wiktionary
bar	Afrikaans	False	Wiktionary
bar	Albanian	True	Wiktionary
bar	Azerbaijani	True	Wiktionary
bar	Catalan	True	Wiktionary
bar	Cimbrian	False	Wiktionary
bar	Crimean Tatar	False	Wiktionary
bar	Czech	True	Wiktionary
bar	Dalmatian	False	Wiktionary
bar	Danish	False	suffix
bar	Dutch	True	Wiktionary
bar	English	True	Wiktionary
bar	Faroese	True	CogNet
bar	French	True	Wiktionary
bar	Galician	True	Wiktionary
bar	German	False	suffix
bar	Gothic	False	suffix
bar	Icelandic	True	Wiktionary
bar	Indonesian	True	Wiktionary
bar	Irish	True	Wiktionary
bar	Italian	True	Wiktionary
bar	Latvian	False	Wiktionary
bar	Marshallese	False	Wiktionary
bar	Middle English	False	Wiktionary
bar	Northern Kurdish	False	suffix
bar	Norwegian Bokmål	False	suffix
bar	Norwegian Nynorsk	False	suffix
bar	Old English	False	suffix
bar	Old High German	False	suffix
bar	Old Irish	False	suffix
bar	Old Norse	False	suffix
bar	Old Saxon	False	suffix
bar	Old Swedish	False	suffix
bar	Pacoh	False	suffix
bar	Polish	True	Wiktionary
bar	Portuguese	True	Wiktionary
bar	Romani	False	Wiktionary
bar	Romanian	True	Wiktionary
bar	Serbo-Croatian	True	Wiktionary
bar	Slovene	True	Wiktionary
bar	Somali	False	Wiktionary
bar	Spanish	True	Wiktionary
bar	Sumerian	False	Wiktionary
bar	Swedish	False	suffix
bar	Tagalog	True	Wiktionary
bar	Traveller Norwegian	False	Wiktionary
bar	Turkish	True	Wiktionary
bar	Wakhi	False	Wiktionary
bar	Zazaki	False	Wiktionary
barbecue	Dutch	True	Wiktionary
barbecue	French	True	Wiktionary
barbecue	Polish	True	Wiktionary
barbecue	Swedish	True	Wiktionary
barber	Aromanian	True	Wiktionary
barber	Catalan	True	Wiktionary
barber	English	True	Wiktionary
barber	French	False	Wiktionary
barber	Indonesian	True	Wiktionary
barber	Norwegian Bokmål	False	Wiktionary
barber	Polish	True	Wiktionary
bare	Basque	False	Wiktionary
bare	Czech	True	CogNet
bare	Danish	True	CogNet
bare	Dutch	False	CogNet
bare	English	True	Wiktionary
bare	German	False	CogNet
bare	Italian	False	CogNet
bare	Lithuanian	False	CogNet
bare	Manx	False	CogNet
bare	Middle Dutch	False	CogNet
bare	Middle English	False	CogNet
bare	Miriwung	False	CogNet
bare	Northern Kurdish	False	CogNet
bare	Norwegian Bokmål	True	CogNet
bare	Norwegian Nynorsk	False	CogNet
bare	Serbo-Croatian	False	CogNet
bare	Swedish	False	CogNet
barefoot	English	True	Wiktionary
bargain	Middle English	False	Wiktionary
bargain	Scottish Gaelic	False	Wiktionary
barge	English	True	Wiktionary
barge	French	True	Wiktionary
barge	Middle English	False	Wiktionary
barge	Northern Sami	False	Wiktionary
barge	Old French	False	Wiktionary
barges	English	True	Wiktionary
barges	French	False	Wiktionary
barges	Middle English	False	Wiktionary
baritone	English	True	Wiktionary
bark	Albanian	False	Wiktionary
bark	Danish	True	Wiktionary
bark	Dutch	True	CogNet
bark	English	True	Wiktionary
bark	Faroese	True	Wiktionary
bark	Middle English	True	Wiktionary
bark	Norwegian Bokmål	True	Wiktionary
bark	Norwegian Nynorsk	True	Wiktionary
bark	Polish	True	CogNet
bark	Swedish	True	Wiktionary
bark	Turkish	False	Wiktionary
barking	English	True	Wiktionary
barley	English	True	Wiktionary
barley	Scots	False	Wiktionary
barn	Breton	False	Wiktionary
barn	Danish	False	Wiktionary
barn	English	True	Wiktionary
barn	Faroese	False	Wiktionary
barn	French	True	CogNet
barn	Gothic	False	CogNet
barn	Icelandic	False	CogNet
barn	Italian	True	Wiktionary
barn	Middle English	False	Wiktionary
barn	Norwegian Bokmål	False	Wiktionary
barn	Norwegian Nynorsk	False	Wiktionary
barn	Old Danish	False	Wiktionary
barn	Old High German	False	Wiktionary
barn	Old Norse	False	Wiktionary
barn	Old Saxon	False	Wiktionary
barn	Old Swedish	False	Wiktionary
barn	Polish	True	Wiktionary
barn	Spanish	True	Wiktionary
barn	Swedish	True	Wiktionary
barn	Welsh	False	Wiktionary
barns	Danish	False	Wiktionary
barns	English	True	Wiktionary
barns	Icelandic	False	Wiktionary
barns	Old Norse	False	Wiktionary
barns	Spanish	False	Wiktionary
barns	Swedish	False	Wiktionary
barometer	Danish	True	Wiktionary
barometer	Dutch	True	Wiktionary
barometer	English	True	Wiktionary
barometer	Norwegian Bokmål	True	Wiktionary
barometer	Norwegian Nynorsk	True	Wiktionary
barometer	Slovak	True	Wiktionary
barometer	Swedish	True	Wiktionary
baron	Azerbaijani	True	Wiktionary
baron	Danish	True	Wiktionary
baron	Dutch	True	Wiktionary
baron	English	True	Wiktionary
baron	Esperanto	False	Wiktionary
baron	French	True	Wiktionary
baron	Indonesian	True	Wiktionary
baron	Javanese	False	Wiktionary
baron	Middle English	False	Wiktionary
baron	Middle French	True	Wiktionary
baron	Norman	False	Wiktionary
baron	Norwegian Bokmål	True	Wiktionary
baron	Norwegian Nynorsk	True	Wiktionary
baron	Old Dutch	False	Wiktionary
baron	Old French	True	Wiktionary
baron	Old Galician-Portuguese	False	Wiktionary
baron	Old Spanish	False	Wiktionary
baron	Polish	True	Wiktionary
baron	Romanian	True	Wiktionary
baron	Serbo-Croatian	True	Wiktionary
baron	Swedish	True	Wiktionary
baron	Tagalog	True	Wiktionary
baron	Turkish	True	Wiktionary
baron	Uzbek	True	Wiktionary
barons	Catalan	False	Wiktionary
barons	Danish	False	Wiktionary
barons	English	True	Wiktionary
barons	French	False	Wiktionary
barons	Galician	False	Wiktionary
barons	Latvian	False	Wiktionary
barons	Old French	False	Wiktionary
barons	Swedish	False	Wiktionary
baroque	English	True	Wiktionary
baroque	French	True	Wiktionary
barrage	English	True	Wiktionary
barrage	French	True	Wiktionary
barred	Spanish	False	Wiktionary
barrel	English	True	Wiktionary
barrel	French	False	Wiktionary
barrels	English	True	Wiktionary
barren	Basque	False	Wiktionary
barren	Catalan	False	Wiktionary
barren	English	True	Wiktionary
barren	Middle English	False	Wiktionary
barren	Norwegian Bokmål	False	Wiktionary
barren	Norwegian Nynorsk	False	Wiktionary
barren	Spanish	False	Wiktionary
barren	Swedish	False	Wiktionary
barricade	Dutch	True	Wiktionary
barricade	English	True	Wiktionary
barricade	French	True	CogNet
barrier	English	True	Wiktionary
barriers	English	True	Wiktionary
bars	Catalan	False	Wiktionary
bars	Crimean Gothic	False	Wiktionary
bars	Danish	False	Wiktionary
bars	Dutch	False	Wiktionary
bars	English	True	Wiktionary
bars	French	True	CogNet
bars	Latvian	False	CogNet
bars	Middle English	False	CogNet
bars	Swedish	False	CogNet
bartender	Cebuano	True	Wiktionary
bartender	Norwegian Bokmål	True	Wiktionary
bartender	Norwegian Nynorsk	True	Wiktionary
bartender	Spanish	True	Wiktionary
bartender	Swedish	True	Wiktionary
bartender	Tagalog	True	Wiktionary
basal	Afar	False	Wiktionary
basal	French	True	Wiktionary
basal	German	True	Wiktionary
basal	Indonesian	True	Wiktionary
basal	Maltese	False	Wiktionary
basal	Maranao	False	Wiktionary
basal	Portuguese	True	Wiktionary
basal	Spanish	True	Wiktionary
basal	Turkish	False	Wiktionary
base	Afrikaans	False	Wiktionary
base	Asturian	True	Wiktionary
base	Bambara	False	Wiktionary
base	Catalan	True	Wiktionary
base	Czech	True	CogNet
base	Danish	True	Wiktionary
base	Dutch	True	Wiktionary
base	English	True	Wiktionary
base	French	True	Wiktionary
base	Galician	True	Wiktionary
base	Italian	True	Wiktionary
base	Latin	True	CogNet
base	Middle English	True	Wiktionary
base	Moore	False	Wiktionary
base	Northern Sami	False	Wiktionary
base	Norwegian Bokmål	True	Wiktionary
base	Norwegian Nynorsk	True	Wiktionary
base	Old French	True	Wiktionary
base	Portuguese	True	Wiktionary
base	Rukai	False	Wiktionary
base	Spanish	True	CogNet
base	Tagalog	True	Wiktionary
base	Venetian	False	Wiktionary
baseball	Czech	True	Wiktionary
baseball	English	True	Wiktionary
baseball	Finnish	True	Wiktionary
baseball	French	True	CogNet
baseball	Hungarian	True	Wiktionary
baseball	Italian	True	Wiktionary
baseball	Norwegian Bokmål	True	Wiktionary
baseball	Norwegian Nynorsk	True	Wiktionary
baseball	Polish	True	Wiktionary
baseball	Romanian	True	Wiktionary
baseball	Swedish	False	Wiktionary
bases	Asturian	False	Wiktionary
bases	Catalan	False	Wiktionary
bases	Dutch	False	Wiktionary
bases	English	True	Wiktionary
bases	French	False	Wiktionary
bases	Latin	False	Wiktionary
bases	Middle English	False	Wiktionary
bases	Portuguese	False	Wiktionary
bases	Spanish	False	Wiktionary
bash	Albanian	False	Wiktionary
bash	Aromanian	False	Wiktionary
bash	English	True	Wiktionary
bash	Komo	False	Wiktionary
bash	Yola	False	Wiktionary
bashing	English	True	Wiktionary
basic	English	True	Wiktionary
basic	Italian	True	CogNet
basic	Occitan	True	Wiktionary
basics	English	True	Wiktionary
basics	Occitan	False	Wiktionary
basil	English	True	Wiktionary
basil	Indonesian	True	Wiktionary
basin	Catalan	False	Wiktionary
basin	Cebuano	False	Wiktionary
basin	English	True	Wiktionary
basin	French	False	Wiktionary
basin	Hiligaynon	False	Wiktionary
basin	Keley-I Kallahan	False	Wiktionary
basin	Middle English	False	Wiktionary
basin	Romanian	False	Wiktionary
basin	Volapük	True	Wiktionary
basing	Brunei Malay	False	Wiktionary
basing	West Coast Bajau	False	Wiktionary
basins	English	True	Wiktionary
basins	French	False	Wiktionary
basis	Catalan	False	Wiktionary
basis	Danish	True	CogNet
basis	Dutch	True	Wiktionary
basis	English	True	Wiktionary
basis	Finnish	True	Wiktionary
basis	Indonesian	True	Wiktionary
basis	Latin	False	Wiktionary
basis	Norwegian Bokmål	True	Wiktionary
basis	Norwegian Nynorsk	True	Wiktionary
basis	Spanish	True	Wiktionary
basket	Cebuano	True	Wiktionary
basket	Danish	False	Wiktionary
basket	Dutch	True	Wiktionary
basket	English	True	Wiktionary
basket	French	False	Wiktionary
basket	Indonesian	True	CogNet
basket	Italian	False	CogNet
basket	Middle English	True	Wiktionary
basket	Spanish	False	Wiktionary
basket	Swedish	False	Wiktionary
basket	Tagalog	True	Wiktionary
basket	Tok Pisin	True	Wiktionary
basket	Turkish	True	Wiktionary
basketball	Danish	True	Wiktionary
basketball	English	True	Wiktionary
basketball	French	True	CogNet
basketball	Norwegian Bokmål	True	Wiktionary
basketball	Norwegian Nynorsk	True	Wiktionary
baskets	Dutch	False	Wiktionary
baskets	French	False	Wiktionary
baskets	Swedish	False	Wiktionary
