id,page_number,total_pages,count
pacific.kalam_pawley_kala1397,32,564,18
pacific.kalam_pawley_kala1397,66,564,19
pacific.kalam_pawley_kala1397,297,564,17
pacific.kalam_pawley_kala1397,462,564,19
pacific.kalam_pawley_kala1397,54,564,43
pacific.kalam_pawley_kala1397,541,564,23
pacific.kalam_pawley_kala1397,455,564,13
pacific.kalam_pawley_kala1397,48,564,18
pacific.kalam_pawley_kala1397,499,564,20
pacific.kalam_pawley_kala1397,478,564,29
pacific.kalam_pawley_kala1397,384,564,15
pacific.kalam_pawley_kala1397,368,564,15
pacific.kalam_pawley_kala1397,519,564,28
pacific.kalam_pawley_kala1397,184,564,23
pacific.kalam_pawley_kala1397,236,564,19
pacific.kalam_pawley_kala1397,401,564,34
pacific.kalam_pawley_kala1397,168,564,23
pacific.kalam_pawley_kala1397,485,564,23
pacific.koiari_dutton_gras1249,222,226,20
pacific.koiari_dutton_gras1249,223,226,16
pacific.koiari_dutton_gras1249,193,226,19
pacific.koiari_dutton_gras1249,206,226,30
pacific.koiari_dutton_gras1249,168,226,24
pacific.koiari_dutton_gras1249,140,226,14
pacific.koiari_dutton_gras1249,50,226,11
pacific.koiari_dutton_gras1249,187,226,24
pacific.koiari_dutton_gras1249,221,226,17
pacific.koiari_dutton_gras1249,165,226,14
pacific.koiari_dutton_gras1249,59,226,22
pacific.koiari_dutton_gras1249,178,226,14
pacific.koiari_dutton_gras1249,12,226,5
pacific.koiari_dutton_gras1249,194,226,15
pacific.koiari_dutton_gras1249,42,226,18
pacific.koiari_dutton_gras1249,219,226,16
pacific.koiari_dutton_gras1249,66,226,22
pacific.koiari_dutton_gras1249,65,226,16
pacific.koiari_dutton_gras1249,174,226,27
pacific.koiari_dutton_gras1249,85,226,18
pacific.kwoma_bowden_kwom1262,136,263,18
pacific.kwoma_bowden_kwom1262,20,263,17
pacific.kwoma_bowden_kwom1262,263,263,2
pacific.kwoma_bowden_kwom1262,65,263,21
pacific.kwoma_bowden_kwom1262,49,263,17
pacific.kwoma_bowden_kwom1262,14,263,23
pacific.kwoma_bowden_kwom1262,51,263,12
pacific.kwoma_bowden_kwom1262,176,263,16
pacific.kwoma_bowden_kwom1262,106,263,20
pacific.kwoma_bowden_kwom1262,154,263,12
pacific.kwoma_bowden_kwom1262,50,263,18
pacific.kwoma_bowden_kwom1262,146,263,14
pacific.kwoma_bowden_kwom1262,228,263,15
pacific.kwoma_bowden_kwom1262,257,263,18
pacific.kwoma_bowden_kwom1262,240,263,16
pacific.kwoma_bowden_kwom1262,93,263,13
pacific.kwoma_bowden_kwom1262,135,263,26
pacific.kwoma_bowden_kwom1262,248,263,18
pacific.kwoma_bowden_kwom1262,12,263,16
pacific.kwoma_bowden_kwom1262,117,263,16
pacific.kyakaenga_draper_kyak1244,43,386,35
pacific.kyakaenga_draper_kyak1244,92,386,21
pacific.kyakaenga_draper_kyak1244,178,386,19
pacific.kyakaenga_draper_kyak1244,290,386,19
pacific.kyakaenga_draper_kyak1244,199,386,18
pacific.kyakaenga_draper_kyak1244,95,386,23
pacific.kyakaenga_draper_kyak1244,185,386,18
pacific.kyakaenga_draper_kyak1244,302,386,30
pacific.kyakaenga_draper_kyak1244,81,386,18
pacific.kyakaenga_draper_kyak1244,255,386,33
pacific.kyakaenga_draper_kyak1244,76,386,22
pacific.kyakaenga_draper_kyak1244,294,386,16
pacific.kyakaenga_draper_kyak1244,129,386,32
pacific.kyakaenga_draper_kyak1244,60,386,30
pacific.kyakaenga_draper_kyak1244,134,386,20
pacific.kyakaenga_draper_kyak1244,84,386,31
pacific.kyakaenga_draper_kyak1244,224,386,12
pacific.kyakaenga_draper_kyak1244,247,386,20
pacific.kyakaenga_draper_kyak1244,152,386,12
pacific.kyakaenga_draper_kyak1244,232,386,22
pacific.lisu_bradley_lisu1250,73,210,48
pacific.lisu_bradley_lisu1250,64,210,36
pacific.lisu_bradley_lisu1250,208,210,39
pacific.lisu_bradley_lisu1250,125,210,52
pacific.lisu_bradley_lisu1250,121,210,55
pacific.lisu_bradley_lisu1250,23,210,40
pacific.lisu_bradley_lisu1250,201,210,7
pacific.lisu_bradley_lisu1250,68,210,27
pacific.lisu_bradley_lisu1250,187,210,34
pacific.lisu_bradley_lisu1250,53,210,43
pacific.lisu_bradley_lisu1250,132,210,54
pacific.lisu_bradley_lisu1250,145,210,59
pacific.lisu_bradley_lisu1250,75,210,39
pacific.lisu_bradley_lisu1250,116,210,11
pacific.lisu_bradley_lisu1250,42,210,39
pacific.lisu_bradley_lisu1250,25,210,8
pacific.lisu_bradley_lisu1250,169,210,61
pacific.lisu_bradley_lisu1250,149,210,49
pacific.lisu_bradley_lisu1250,67,210,33
pacific.lisu_bradley_lisu1250,69,210,26
pacific.mali_stebbins_mali1284,182,186,45
pacific.mali_stebbins_mali1284,64,186,21
pacific.mali_stebbins_mali1284,36,186,24
pacific.mali_stebbins_mali1284,165,186,20
pacific.mali_stebbins_mali1284,112,186,26
pacific.mali_stebbins_mali1284,126,186,29
pacific.mali_stebbins_mali1284,35,186,23
pacific.mali_stebbins_mali1284,83,186,29
pacific.mali_stebbins_mali1284,106,186,39
pacific.mali_stebbins_mali1284,2,186,26
pacific.mali_stebbins_mali1284,116,186,34
pacific.mali_stebbins_mali1284,131,186,28
pacific.mali_stebbins_mali1284,59,186,37
pacific.mali_stebbins_mali1284,76,186,28
pacific.mali_stebbins_mali1284,104,186,24
pacific.mali_stebbins_mali1284,150,186,28
pacific.mali_stebbins_mali1284,115,186,35
pacific.mali_stebbins_mali1284,99,186,18
pacific.mali_stebbins_mali1284,9,186,16
pacific.mali_stebbins_mali1284,33,186,24
pacific.mele_clark_mele1250,68,111,30
pacific.mele_clark_mele1250,22,111,39
pacific.mele_clark_mele1250,81,111,29
pacific.mele_clark_mele1250,27,111,35
pacific.mele_clark_mele1250,44,111,29
pacific.mele_clark_mele1250,51,111,33
pacific.mele_clark_mele1250,76,111,35
pacific.mele_clark_mele1250,80,111,40
pacific.mele_clark_mele1250,84,111,30
pacific.mele_clark_mele1250,101,111,37
pacific.mele_clark_mele1250,28,111,37
pacific.mele_clark_mele1250,75,111,34
pacific.mele_clark_mele1250,82,111,34
pacific.mele_clark_mele1250,88,111,26
pacific.mele_clark_mele1250,64,111,32
pacific.mele_clark_mele1250,3,111,32
pacific.mele_clark_mele1250,30,111,35
pacific.mele_clark_mele1250,78,111,35
pacific.mele_clark_mele1250,73,111,31
pacific.mele_clark_mele1250,19,111,37
pacific.nakanai_chowning_naka1262,135,227,30
pacific.nakanai_chowning_naka1262,70,227,27
pacific.nakanai_chowning_naka1262,163,227,19
pacific.nakanai_chowning_naka1262,173,227,20
pacific.nakanai_chowning_naka1262,220,227,25
pacific.nakanai_chowning_naka1262,82,227,33
pacific.nakanai_chowning_naka1262,197,227,28
pacific.nakanai_chowning_naka1262,32,227,26
pacific.nakanai_chowning_naka1262,53,227,33
pacific.nakanai_chowning_naka1262,99,227,34
pacific.nakanai_chowning_naka1262,51,227,36
pacific.nakanai_chowning_naka1262,48,227,33
pacific.nakanai_chowning_naka1262,38,227,17
pacific.nakanai_chowning_naka1262,86,227,2
pacific.nakanai_chowning_naka1262,77,227,28
pacific.nakanai_chowning_naka1262,194,227,9
pacific.nakanai_chowning_naka1262,147,227,36
pacific.nakanai_chowning_naka1262,202,227,36
pacific.nakanai_chowning_naka1262,39,227,35
pacific.nakanai_chowning_naka1262,144,227,14
pacific.paamese_crowley_paam1238,78,205,27
pacific.paamese_crowley_paam1238,37,205,22
pacific.paamese_crowley_paam1238,80,205,28
pacific.paamese_crowley_paam1238,23,205,24
pacific.paamese_crowley_paam1238,53,205,18
pacific.paamese_crowley_paam1238,116,205,22
pacific.paamese_crowley_paam1238,136,205,22
pacific.paamese_crowley_paam1238,35,205,30
pacific.paamese_crowley_paam1238,128,205,28
pacific.paamese_crowley_paam1238,112,205,29
pacific.paamese_crowley_paam1238,174,205,26
pacific.paamese_crowley_paam1238,40,205,23
pacific.paamese_crowley_paam1238,12,205,25
pacific.paamese_crowley_paam1238,70,205,27
pacific.paamese_crowley_paam1238,106,205,23
pacific.paamese_crowley_paam1238,157,205,26
pacific.paamese_crowley_paam1238,151,205,24
pacific.paamese_crowley_paam1238,38,205,25
pacific.paamese_crowley_paam1238,91,205,23
pacific.paamese_crowley_paam1238,113,205,32
pacific.preangkoriankhmer_jenner_oldk1249,138,620,9
pacific.preangkoriankhmer_jenner_oldk1249,383,620,9
pacific.preangkoriankhmer_jenner_oldk1249,326,620,6
pacific.preangkoriankhmer_jenner_oldk1249,125,620,5
pacific.preangkoriankhmer_jenner_oldk1249,310,620,6
pacific.preangkoriankhmer_jenner_oldk1249,351,620,9
pacific.preangkoriankhmer_jenner_oldk1249,4,620,7
pacific.preangkoriankhmer_jenner_oldk1249,569,620,7
pacific.preangkoriankhmer_jenner_oldk1249,251,620,6
pacific.preangkoriankhmer_jenner_oldk1249,168,620,8
pacific.preangkoriankhmer_jenner_oldk1249,304,620,4
pacific.preangkoriankhmer_jenner_oldk1249,317,620,6
pacific.preangkoriankhmer_jenner_oldk1249,151,620,9
pacific.preangkoriankhmer_jenner_oldk1249,593,620,7
pacific.preangkoriankhmer_jenner_oldk1249,242,620,3
pacific.preangkoriankhmer_jenner_oldk1249,385,620,5
pacific.preangkoriankhmer_jenner_oldk1249,381,620,8
pacific.preangkoriankhmer_jenner_oldk1249,178,620,8
pacific.preangkoriankhmer_jenner_oldk1249,414,620,12
pacific.preangkoriankhmer_jenner_oldk1249,152,620,9
pacific.sye_crowley_siee1239,8,157,30
pacific.sye_crowley_siee1239,71,157,27
pacific.sye_crowley_siee1239,87,157,28
pacific.sye_crowley_siee1239,120,157,29
pacific.sye_crowley_siee1239,56,157,24
pacific.sye_crowley_siee1239,110,157,23
pacific.sye_crowley_siee1239,100,157,26
pacific.sye_crowley_siee1239,19,157,23
pacific.sye_crowley_siee1239,62,157,21
pacific.sye_crowley_siee1239,65,157,29
pacific.sye_crowley_siee1239,77,157,27
pacific.sye_crowley_siee1239,28,157,30
pacific.sye_crowley_siee1239,49,157,19
pacific.sye_crowley_siee1239,24,157,23
pacific.sye_crowley_siee1239,22,157,23
pacific.sye_crowley_siee1239,68,157,24
pacific.sye_crowley_siee1239,84,157,26
pacific.sye_crowley_siee1239,57,157,24
pacific.sye_crowley_siee1239,143,157,31
pacific.sye_crowley_siee1239,136,157,25
pacific.takuu_moyle_taku1257,126,294,18
pacific.takuu_moyle_taku1257,94,294,14
pacific.takuu_moyle_taku1257,250,294,21
pacific.takuu_moyle_taku1257,59,294,12
pacific.takuu_moyle_taku1257,262,294,17
pacific.takuu_moyle_taku1257,72,294,19
pacific.takuu_moyle_taku1257,16,294,19
pacific.takuu_moyle_taku1257,286,294,32
pacific.takuu_moyle_taku1257,150,294,36
pacific.takuu_moyle_taku1257,54,294,31
pacific.takuu_moyle_taku1257,223,294,36
pacific.takuu_moyle_taku1257,144,294,36
pacific.takuu_moyle_taku1257,127,294,16
pacific.takuu_moyle_taku1257,171,294,34
pacific.takuu_moyle_taku1257,131,294,21
pacific.takuu_moyle_taku1257,157,294,29
pacific.takuu_moyle_taku1257,87,294,29
pacific.takuu_moyle_taku1257,27,294,20
pacific.takuu_moyle_taku1257,252,294,22
pacific.takuu_moyle_taku1257,117,294,21
pacific.tolo_crowley_tali1259,52,63,30
pacific.tolo_crowley_tali1259,46,63,22
pacific.tolo_crowley_tali1259,28,63,28
pacific.tolo_crowley_tali1259,47,63,31
pacific.tolo_crowley_tali1259,20,63,41
pacific.tolo_crowley_tali1259,51,63,36
pacific.tolo_crowley_tali1259,17,63,33
pacific.tolo_crowley_tali1259,14,63,38
pacific.tolo_crowley_tali1259,58,63,35
pacific.tolo_crowley_tali1259,7,63,40
pacific.tolo_crowley_tali1259,26,63,40
pacific.tolo_crowley_tali1259,59,63,27
pacific.tolo_crowley_tali1259,34,63,29
pacific.tolo_crowley_tali1259,62,63,30
pacific.tolo_crowley_tali1259,63,63,11
pacific.tolo_crowley_tali1259,61,63,29
pacific.tolo_crowley_tali1259,36,63,39
pacific.tolo_crowley_tali1259,49,63,35
pacific.tolo_crowley_tali1259,32,63,26
pacific.tolo_crowley_tali1259,11,63,37
pacific.toqabaqita_lichtenberk_toab1237,110,336,26
pacific.toqabaqita_lichtenberk_toab1237,27,336,23
pacific.toqabaqita_lichtenberk_toab1237,267,336,22
pacific.toqabaqita_lichtenberk_toab1237,117,336,22
pacific.toqabaqita_lichtenberk_toab1237,119,336,24
pacific.toqabaqita_lichtenberk_toab1237,145,336,24
pacific.toqabaqita_lichtenberk_toab1237,312,336,12
pacific.toqabaqita_lichtenberk_toab1237,64,336,19
pacific.toqabaqita_lichtenberk_toab1237,285,336,16
pacific.toqabaqita_lichtenberk_toab1237,304,336,5
pacific.toqabaqita_lichtenberk_toab1237,223,336,22
pacific.toqabaqita_lichtenberk_toab1237,20,336,17
pacific.toqabaqita_lichtenberk_toab1237,21,336,15
pacific.toqabaqita_lichtenberk_toab1237,187,336,17
pacific.toqabaqita_lichtenberk_toab1237,80,336,14
pacific.toqabaqita_lichtenberk_toab1237,29,336,22
pacific.toqabaqita_lichtenberk_toab1237,133,336,24
pacific.toqabaqita_lichtenberk_toab1237,316,336,17
pacific.toqabaqita_lichtenberk_toab1237,91,336,25
pacific.toqabaqita_lichtenberk_toab1237,169,336,17
pacific.uraklawoi_hogan_urak1238,32,58,50
pacific.uraklawoi_hogan_urak1238,49,58,61
pacific.uraklawoi_hogan_urak1238,42,58,56
pacific.uraklawoi_hogan_urak1238,9,58,60
pacific.uraklawoi_hogan_urak1238,8,58,61
pacific.uraklawoi_hogan_urak1238,7,58,66
pacific.uraklawoi_hogan_urak1238,1,58,39
pacific.uraklawoi_hogan_urak1238,46,58,61
pacific.uraklawoi_hogan_urak1238,31,58,48
pacific.uraklawoi_hogan_urak1238,16,58,65
pacific.uraklawoi_hogan_urak1238,56,58,53
pacific.uraklawoi_hogan_urak1238,41,58,50
pacific.uraklawoi_hogan_urak1238,19,58,54
pacific.uraklawoi_hogan_urak1238,11,58,58
pacific.uraklawoi_hogan_urak1238,10,58,59
pacific.uraklawoi_hogan_urak1238,58,58,16
pacific.uraklawoi_hogan_urak1238,13,58,68
pacific.uraklawoi_hogan_urak1238,38,58,54
pacific.uraklawoi_hogan_urak1238,28,58,56
pacific.uraklawoi_hogan_urak1238,22,58,60
pacific.wirangu_hercus_wira1265,17,38,24
pacific.wirangu_hercus_wira1265,25,38,26
pacific.wirangu_hercus_wira1265,26,38,25
pacific.wirangu_hercus_wira1265,1,38,13
pacific.wirangu_hercus_wira1265,16,38,24
pacific.wirangu_hercus_wira1265,33,38,22
pacific.wirangu_hercus_wira1265,19,38,22
pacific.wirangu_hercus_wira1265,23,38,29
pacific.wirangu_hercus_wira1265,36,38,22
pacific.wirangu_hercus_wira1265,18,38,23
pacific.wirangu_hercus_wira1265,3,38,27
pacific.wirangu_hercus_wira1265,24,38,26
pacific.wirangu_hercus_wira1265,22,38,26
pacific.wirangu_hercus_wira1265,15,38,29
pacific.wirangu_hercus_wira1265,13,38,30
pacific.wirangu_hercus_wira1265,11,38,25
pacific.wirangu_hercus_wira1265,9,38,26
pacific.wirangu_hercus_wira1265,2,38,27
pacific.wirangu_hercus_wira1265,35,38,27
pacific.wirangu_hercus_wira1265,37,38,22
pacific.yandruwandha_breen_yand1253,104,119,17
pacific.yandruwandha_breen_yand1253,117,119,17
pacific.yandruwandha_breen_yand1253,92,119,19
pacific.yandruwandha_breen_yand1253,46,119,22
pacific.yandruwandha_breen_yand1253,36,119,14
pacific.yandruwandha_breen_yand1253,4,119,9
pacific.yandruwandha_breen_yand1253,35,119,21
pacific.yandruwandha_breen_yand1253,26,119,17
pacific.yandruwandha_breen_yand1253,94,119,27
pacific.yandruwandha_breen_yand1253,84,119,14
pacific.yandruwandha_breen_yand1253,101,119,14
pacific.yandruwandha_breen_yand1253,86,119,14
pacific.yandruwandha_breen_yand1253,90,119,19
pacific.yandruwandha_breen_yand1253,72,119,19
pacific.yandruwandha_breen_yand1253,88,119,22
pacific.yandruwandha_breen_yand1253,66,119,18
pacific.yandruwandha_breen_yand1253,37,119,18
pacific.yandruwandha_breen_yand1253,83,119,24
pacific.yandruwandha_breen_yand1253,75,119,12
pacific.yandruwandha_breen_yand1253,34,119,19
pacific.yugambeh_sharpe_twee1234,96,144,17
pacific.yugambeh_sharpe_twee1234,68,144,18
pacific.yugambeh_sharpe_twee1234,69,144,11
pacific.yugambeh_sharpe_twee1234,43,144,17
pacific.yugambeh_sharpe_twee1234,65,144,13
pacific.yugambeh_sharpe_twee1234,140,144,18
pacific.yugambeh_sharpe_twee1234,100,144,18
pacific.yugambeh_sharpe_twee1234,9,144,18
pacific.yugambeh_sharpe_twee1234,80,144,20
pacific.yugambeh_sharpe_twee1234,28,144,17
pacific.yugambeh_sharpe_twee1234,144,144,2
pacific.yugambeh_sharpe_twee1234,22,144,17
pacific.yugambeh_sharpe_twee1234,120,144,17
pacific.yugambeh_sharpe_twee1234,8,144,18
pacific.yugambeh_sharpe_twee1234,55,144,22
pacific.yugambeh_sharpe_twee1234,25,144,27
pacific.yugambeh_sharpe_twee1234,85,144,20
pacific.yugambeh_sharpe_twee1234,30,144,21
pacific.yugambeh_sharpe_twee1234,60,144,17
pacific.yugambeh_sharpe_twee1234,47,144,13
