id,word,line,classification,review_flag,review_note
hawaii.bikol_mintz_cent2087,rain,212,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,3990,example,NA,NA
hawaii.bikol_mintz_cent2087,rain,6007,example,NA,NA
hawaii.bikol_mintz_cent2087,rain,6729,example,NA,NA
hawaii.bikol_mintz_cent2087,rain,7644,example,NA,NA
hawaii.bikol_mintz_cent2087,rain,12117,unrelated,NA,NA
hawaii.bikol_mintz_cent2087,rain,12687,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,14826,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,4772,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,11010,related,NA,NA
hawaii.bikol_mintz_cent2087,smell,461,related,NA,NA
hawaii.bikol_mintz_cent2087,smell,505,unrelated,NA,NA
hawaii.bikol_mintz_cent2087,smell,597,related,NA,NA
hawaii.bikol_mintz_cent2087,smell,4369,related,NA,NA
hawaii.bikol_mintz_cent2087,smell,13566,unrelated,NA,NA
hawaii.bikol_mintz_cent2087,taste,6875,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,8457,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,10663,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,12076,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,2653,related,1,1
hawaii.bikol_mintz_cent2087,taste,4370,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,7121,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,7122,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,9612,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,11123,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,11469,related,NA,NA
hawaii.bikol_mintz_cent2087,taste,13565,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,10315,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,13792,related,NA,NA
hawaii.bikol_mintz_cent2087,rain,14474,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,1859,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,14341,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,14354,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,15963,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,16671,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,16900,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,rain,17486,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,19041,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,21168,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,22742,example,NA,NA
hawaii.carolinian_jackson_caro1242,rain,10665,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,14360,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,17271,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,21500,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,21571,related,NA,NA
hawaii.carolinian_jackson_caro1242,rain,21755,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,1570,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,2093,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,2527,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,5441,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,10013,example,NA,NA
hawaii.carolinian_jackson_caro1242,smell,10660,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,11384,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,11489,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,12860,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,12990,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,13083,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,14436,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,14994,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,15376,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,15653,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,15892,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,15895,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,18051,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,19932,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,smell,21538,related,NA,NA
hawaii.carolinian_jackson_caro1242,smell,21547,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,468,other,NA,NA
hawaii.carolinian_jackson_caro1242,taste,525,other,NA,NA
hawaii.carolinian_jackson_caro1242,taste,923,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,1185,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,10288,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,taste,10455,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,10671,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,13290,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,14718,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,14816,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,14818,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,20247,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,20267,related,NA,NA
hawaii.carolinian_jackson_caro1242,taste,22317,unrelated,NA,NA
hawaii.carolinian_jackson_caro1242,taste,5399,unrelated,1,0
hawaii.hiligaynon_motus_hili1240,rain,11917,related,NA,NA
hawaii.hiligaynon_motus_hili1240,rain,4707,related,NA,NA
hawaii.hiligaynon_motus_hili1240,rain,13338,related,NA,NA
hawaii.hiligaynon_motus_hili1240,rain,10692,example,1,0
hawaii.hiligaynon_motus_hili1240,smell,159,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,471,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,997,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,5350,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,6213,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,7162,related,NA,NA
hawaii.hiligaynon_motus_hili1240,smell,13470,related,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,3598,related,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,6587,example,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,7038,related,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,7242,related,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,12366,other,NA,NA
hawaii.hiligaynon_motus_hili1240,taste,12521,related,NA,NA
hawaii.hiligaynon_motus_hili1240,rain,3771,related,NA,NA
hawaii.hiligaynon_motus_hili1240,rain,12028,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,411,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,988,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,1078,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,1220,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,2102,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,9203,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,9773,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,12397,example,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,13514,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,16850,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,18479,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,14969,related,1,1
hawaii.ilokano_constantino_ilok1237,rain,4294,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,9260,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,18149,unrelated,1,0
hawaii.ilokano_constantino_ilok1237,smell,372,example,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,454,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,594,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,939,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1688,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1726,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1730,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1750,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1756,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1758,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,1760,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,2491,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,2494,example,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,2663,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3481,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3523,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3593,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3663,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3714,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3726,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3740,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,3749,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,5364,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,5581,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,6043,related,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,8352,example,NA,NA
hawaii.ilokano_constantino_ilok1237,smell,16286,related,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,1401,other,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,2729,example,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,4406,unrelated,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,7732,related,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,11450,related,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,11867,related,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,16059,related,NA,NA
hawaii.ilokano_constantino_ilok1237,taste,18893,related,NA,NA
hawaii.ilokano_constantino_ilok1237,rain,18160,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,371,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,464,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,5890,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,6100,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,6102,related,NA,NA
hawaii.kapampangan_forman_pamp1243,rain,11119,related,NA,NA
hawaii.kapampangan_forman_pamp1243,smell,5595,related,NA,NA
hawaii.kapampangan_forman_pamp1243,smell,6384,related,NA,NA
hawaii.kapampangan_forman_pamp1243,smell,6943,related,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,4859,unrelated,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,4936,other,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,4942,other,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,5063,other,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,5134,other,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,5681,related,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,6379,related,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,7047,related,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,8901,related,NA,NA
hawaii.kapampangan_forman_pamp1243,taste,9988,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,1382,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,3134,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,4393,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,6220,example,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,10513,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,12203,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,14485,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,14500,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,14502,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,14504,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,14867,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,3019,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,3177,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,taste,13059,unrelated,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,taste,13202,example,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,taste,13627,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,taste,14859,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,3175,related,NA,NA
hawaii.kapingamarangi_lieber_kapi1249,rain,12595,related,NA,NA
hawaii.kusaiean_lee_kosr1238,rain,218,related,NA,NA
hawaii.kusaiean_lee_kosr1238,rain,984,related,NA,NA
hawaii.kusaiean_lee_kosr1238,rain,13628,related,NA,NA
hawaii.kusaiean_lee_kosr1238,rain,18166,unrelated,NA,NA
hawaii.kusaiean_lee_kosr1238,rain,223,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2210,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2219,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2267,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2282,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2284,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2505,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2530,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2623,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,2628,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,4397,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,9391,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,9534,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,9593,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,9879,related,NA,NA
hawaii.kusaiean_lee_kosr1238,smell,10566,related,NA,NA
hawaii.kusaiean_lee_kosr1238,taste,1185,related,NA,NA
hawaii.kusaiean_lee_kosr1238,taste,12199,related,NA,NA
hawaii.kusaiean_lee_kosr1238,taste,13656,related,NA,NA
hawaii.kusaiean_lee_kosr1238,taste,16387,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,7642,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,12184,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,7063,related,1,1
hawaii.mokilese_harrison_moki1238,rain,7370,related,1,1
hawaii.mokilese_harrison_moki1238,rain,6090,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,2246,related,1,1
hawaii.mokilese_harrison_moki1238,rain,2199,related,1,1
hawaii.mokilese_harrison_moki1238,smell,182,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,6138,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,6624,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,7019,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,8351,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,10155,related,NA,NA
hawaii.mokilese_harrison_moki1238,smell,10172,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,182,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,3543,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,5349,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,5364,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,8195,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,8199,related,NA,NA
hawaii.mokilese_harrison_moki1238,taste,9075,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,2235,related,NA,NA
hawaii.mokilese_harrison_moki1238,rain,7632,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,6098,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,8076,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,8188,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,9689,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,9799,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,9895,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,9982,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,10893,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,11824,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,18524,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,18628,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,19625,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,21415,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,21835,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,21849,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,21939,unrelated,NA,NA
hawaii.palauan_josephs_pala1344,rain,22019,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,23241,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,24864,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,24874,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,25311,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,25817,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,26545,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,27610,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,28708,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,29521,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,30229,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,31323,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,32102,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,33109,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,34771,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,35416,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,36154,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,36160,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,39626,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,40361,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,41122,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,272,related,1,1
hawaii.palauan_josephs_pala1344,rain,9466,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,12991,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,20510,example,NA,NA
hawaii.palauan_josephs_pala1344,rain,21434,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,27002,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,30616,related,NA,NA
hawaii.palauan_josephs_pala1344,rain,33142,related,1,1
hawaii.palauan_josephs_pala1344,smell,530,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,765,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,845,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,988,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,994,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1004,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1010,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1018,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1030,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1058,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1063,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1074,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1107,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1109,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1111,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1116,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1120,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1126,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1132,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1147,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1154,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1168,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1172,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1197,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1214,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1220,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1264,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1274,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1276,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1284,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1320,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1362,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1621,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1703,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1820,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1916,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1939,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,1996,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,2059,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,2508,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,2570,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,2884,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,5798,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,5936,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,6334,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,11429,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,11432,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,12933,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,14011,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,15067,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,18257,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,21471,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,22955,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,24784,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,25576,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,26119,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,26514,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,27299,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,34164,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,36509,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,36925,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,37428,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,37863,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,38145,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,38795,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,42593,related,NA,NA
hawaii.palauan_josephs_pala1344,smell,42817,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,4244,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,8426,example,NA,NA
hawaii.palauan_josephs_pala1344,taste,8958,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,18566,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,18808,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,20560,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,21857,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,25784,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,34473,example,NA,NA
hawaii.palauan_josephs_pala1344,taste,35934,other,NA,NA
hawaii.palauan_josephs_pala1344,taste,38014,other,NA,NA
hawaii.palauan_josephs_pala1344,taste,39848,other,NA,NA
hawaii.palauan_josephs_pala1344,taste,40684,related,NA,NA
hawaii.palauan_josephs_pala1344,taste,11880,related,1,1
hawaii.palauan_josephs_pala1344,taste,14686,related,1,1
hawaii.palauan_josephs_pala1344,taste,33034,related,1,1
hawaii.palauan_josephs_pala1344,taste,37694,related,1,1
hawaii.pangasinan_benton_pang1290,rain,3402,related,NA,NA
hawaii.pangasinan_benton_pang1290,rain,5306,related,NA,NA
hawaii.pangasinan_benton_pang1290,rain,5592,related,NA,NA
hawaii.pangasinan_benton_pang1290,rain,4198,related,1,1
hawaii.pangasinan_benton_pang1290,smell,133,related,NA,NA
hawaii.pangasinan_benton_pang1290,smell,246,related,NA,NA
hawaii.pangasinan_benton_pang1290,smell,436,related,NA,NA
hawaii.pangasinan_benton_pang1290,smell,1744,related,NA,NA
hawaii.pangasinan_benton_pang1290,taste,436,related,NA,NA
hawaii.pangasinan_benton_pang1290,taste,2319,unrelated,NA,NA
hawaii.pangasinan_benton_pang1290,taste,5079,related,NA,NA
hawaii.pangasinan_benton_pang1290,taste,5585,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,2360,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,2361,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,2863,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,6935,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,7158,example,NA,NA
hawaii.woleaian_sohn_wole1240,rain,8823,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,13106,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,16928,example,NA,NA
hawaii.woleaian_sohn_wole1240,rain,18016,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,19395,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,19097,related,1,1
hawaii.woleaian_sohn_wole1240,smell,1012,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1015,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1020,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1021,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1025,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1029,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1106,unrelated,NA,NA
hawaii.woleaian_sohn_wole1240,smell,1721,example,NA,NA
hawaii.woleaian_sohn_wole1240,smell,3548,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,6702,example,NA,NA
hawaii.woleaian_sohn_wole1240,smell,9023,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,10346,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,13721,related,NA,NA
hawaii.woleaian_sohn_wole1240,smell,19073,unrelated,NA,NA
hawaii.woleaian_sohn_wole1240,taste,247,related,NA,NA
hawaii.woleaian_sohn_wole1240,taste,11771,related,NA,NA
hawaii.woleaian_sohn_wole1240,taste,11787,related,NA,NA
hawaii.woleaian_sohn_wole1240,taste,11840,related,NA,NA
hawaii.woleaian_sohn_wole1240,taste,13722,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,5007,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,15652,related,NA,NA
hawaii.woleaian_sohn_wole1240,rain,15705,related,NA,NA
other.beja_hudson_beja1238,rain,408,related,NA,NA
other.beja_hudson_beja1238,rain,1224,related,NA,NA
other.beja_hudson_beja1238,rain,1299,related,NA,NA
other.beja_hudson_beja1238,rain,1354,related,NA,NA
other.beja_hudson_beja1238,rain,1360,unrelated,NA,NA
other.beja_hudson_beja1238,rain,2102,unrelated,NA,NA
other.beja_hudson_beja1238,rain,2393,unrelated,NA,NA
other.beja_hudson_beja1238,rain,3584,related,NA,NA
other.beja_hudson_beja1238,rain,4543,related,NA,NA
other.beja_hudson_beja1238,rain,4864,related,NA,NA
other.beja_hudson_beja1238,rain,6098,related,NA,NA
other.beja_hudson_beja1238,rain,6257,related,NA,NA
other.beja_hudson_beja1238,rain,6550,related,NA,NA
