glottocode,language,iso,population,year,source,reference,comment
calo1236,Caló,rmq,460000,NA,ethnologue,https://www.ethnologue.com/language/rmq/,NA
cayu1262,Cayubaba,cyb,1246,2012,wikipedia,https://en.wikipedia.org/wiki/Cayuvava_people,NA
cent2292,Central Bontoc,lbk,19600,2007,ethnologue,https://www.ethnologue.com/language/lbk/,NA
cung1238,Chung,cnq,1400,2001,ethnologue,https://www.ethnologue.com/language/cnq/,NA
clas1250,Classical Nahuatl,nci,5500000,1500,wikipedia,https://en.wikipedia.org/wiki/Aztec_Empire,NA
clas1252,Classical Syriac,syc,200000,500,other,https://historum.com/t/demography-of-ancient-mesopotamia.191782/,based on population of ancient Mesopotamia
clas1249,Classical-Middle Armenian,xcl,500000,NA,other,https://en.wikipedia.org/wiki/Kingdom_of_Armenia_(antiquity),approximated
coas1301,Coast Miwok,csi,2000,1770,wikipedia,https://en.wikipedia.org/wiki/Coast_Miwok,NA
devo1240,Devon,NA,1194166,2021,wikipedia,https://en.wikipedia.org/wiki/Devon,NA
djiw1241,Djiwarli,dze,2000,NA,other,"http://www.workingwithindigenousaustralians.info/content/History_2_60,000_years.html#:~:text=There%20were%20between%20300%2C000%20to,language%20groups%20and%20500%20dialects.",approximated
east2295,Eastern Yiddish,ydd,401947,2016,ethnologue,https://www.ethnologue.com/language/ydd/,NA
egyp1246,Egyptian (Ancient),egy,1500000,NA,other,https://academic.oup.com/book/34600/chapter/294339007,NA
esse1265,Essex,NA,1832751,2021,wikipedia,https://en.wikipedia.org/wiki/Essex,NA
esto1258,Estonian,ekk,1148690,2012,ethnologue,https://www.ethnologue.com/language/ekk/,NA
fili1244,Filipino,fil,109035343,2020,wikipedia,https://en.wikipedia.org/wiki/Philippines,NA
geez1241,Geez,gez,5150000,2020,wikipedia,https://en.wikipedia.org/wiki/Eritrea,NA
hind1270,Hindustani,NA,415206010,2011,ethnologue,"https://www.ethnologue.com/language/hin/, https://www.ethnologue.com/language/urd/",combined speaker populations of Hindi and Urdu
wyan1247,Huron-Wyandot,wya,11226,NA,wikipedia,https://en.wikipedia.org/wiki/Wyandot_people,NA
ibib1240,Ibibio,ibb,6259000,2020,ethnologue,https://www.ethnologue.com/language/ibb/,NA
ipai1240,Ipai,NA,3200,1990,wikipedia,https://en.wikipedia.org/wiki/Kumeyaay,NA
tsim1256,Isimjeega,NA,161000,2009,ethnologue,https://www.ethnologue.com/language/tcc/,speaker population of Datooga
jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr,200000,500,other,https://historum.com/t/demography-of-ancient-mesopotamia.191782/,based on population of ancient Mesopotamia
jude1267,Judeo-Yemeni Arabic,jye,37680,2010,ethnologue,https://www.ethnologue.com/language/jye/,NA
kato1244,Kato,ktw,259,2010,wikipedia,https://en.wikipedia.org/wiki/Cahto,NA
